날짜,공시_제목,공시자
2024-11-14,분기보고서 (2024.09),딜리
2024-10-24,[기재정정]주요사항보고서(유형자산양도결정),딜리
2024-08-14,반기보고서 (2024.06),딜리
2024-06-11,주식등의대량보유상황보고서(일반),최근수
2024-05-16,분기보고서 (2024.03),딜리
2024-03-25,정기주주총회결과              ,딜리
2024-03-15,사업보고서 (2023.12),딜리
2024-03-15,감사보고서제출              ,딜리
2024-03-08,주주총회소집공고,딜리
2024-02-15,주주총회소집결의              ,딜리
2024-01-26,매출액또는손익구조30%(대규모법인은15%)이상변동,딜리
2023-12-15,주주명부폐쇄기간또는기준일설정,딜리
2023-11-14,분기보고서 (2023.09),딜리
2023-08-14,반기보고서 (2023.06),딜리
2023-05-15,분기보고서 (2023.03),딜리
2023-04-28,소속부변경,코스닥시장본부
2023-04-06,[기재정정]현금ㆍ현물배당결정,딜리
2023-03-16,정기주주총회결과,딜리
2023-03-08,감사보고서제출,딜리
2023-03-08,사업보고서 (2022.12),딜리
2023-03-02,주주총회소집공고,딜리
2023-02-16,[기재정정]주주총회소집결의,딜리
2022-12-16,주주명부폐쇄기간또는기준일설정,딜리
2022-11-28,소속부변경,코스닥시장본부
2022-11-14,분기보고서 (2022.09),딜리
2022-08-16,반기보고서 (2022.06),딜리
2022-08-16,[기재정정]사업보고서 (2021.12),딜리
2022-05-16,분기보고서 (2022.03),딜리
2022-04-07,[기재정정]현금ㆍ현물배당결정,딜리
2022-03-28,주식등의대량보유상황보고서(일반),최근수
2022-03-22,정기주주총회결과,딜리
2022-03-14,감사보고서제출,딜리
2022-03-08,[기재정정]의결권대리행사권유참고서류,딜리
2022-03-07,주주총회소집공고,딜리
2022-02-25,주주총회소집결의,딜리
2022-02-07,매출액또는손익구조30%(대규모법인은15%)이상변동,딜리
2021-12-15,주주명부폐쇄기간또는기준일설정,딜리
2021-11-15,분기보고서 (2021.09),딜리
2021-08-17,반기보고서 (2021.06),딜리
2021-05-14,분기보고서 (2021.03),딜리
2021-03-25,정기주주총회결과,딜리
2021-03-17,사업보고서 (2020.12),딜리
2021-03-17,감사보고서제출,딜리
2021-03-10,주주총회소집공고,딜리
2021-02-23,조회공시요구(현저한시황변동)에대한답변(중요정보없음),딜리
2021-02-22,조회공시요구(현저한시황변동),코스닥시장본부
2021-02-09,현금ㆍ현물배당결정,딜리
2021-02-09,주주총회소집결의,딜리
2021-01-26,매출액또는손익구조30%(대규모법인은15%)이상변동,딜리
2020-12-31,임원ㆍ주요주주특정증권등소유상황보고서,김용학
2020-12-31,주식등의대량보유상황보고서(일반),최근수
2020-12-15,주주명부폐쇄기간또는기준일설정,딜리
2020-11-16,분기보고서 (2020.09),딜리
2020-08-14,반기보고서 (2020.06),딜리
2020-06-16,주요사항보고서(자기주식취득신탁계약해지결정),딜리
2020-06-16,신탁계약해지결과보고서,딜리
2020-05-15,분기보고서 (2020.03),딜리
2020-03-30,사업보고서 (2019.12),딜리
2020-03-20,정기주주총회결과,딜리
2020-03-12,감사보고서제출,딜리
2020-03-03,주주총회소집공고,딜리
2020-03-03,의결권대리행사권유참고서류,딜리
2020-02-19,매출액또는손익구조30%(대규모법인은15%)이상변동,딜리
2020-02-19,현금ㆍ현물배당결정,딜리
2020-02-19,주주총회집중일개최사유신고,딜리
2020-02-19,주주총회소집결의,딜리
2019-12-16,[연장결정]주요사항보고서(자기주식취득신탁계약체결결정),딜리
2019-12-12,주주명부폐쇄기간또는기준일설정,딜리
2019-11-14,[기재정정]분기보고서 (2019.09),딜리
2019-08-14,반기보고서 (2019.06),딜리
2019-07-09,주식등의대량보유상황보고서(일반),최근수
2019-05-15,분기보고서 (2019.03),딜리
2019-04-01,사업보고서 (2018.12),딜리
2019-03-20,정기주주총회결과,딜리
2019-03-18,신탁계약에의한취득상황보고서,딜리
2019-03-12,[기재정정]의결권대리행사권유참고서류,딜리
2019-03-12,[기재정정]주주총회소집공고,딜리
2019-03-12,감사보고서제출,딜리
2019-03-11,[기재정정]주주총회소집결의,딜리
2019-02-19,현금ㆍ현물배당결정,딜리
2019-02-19,매출액또는손익구조30%(대규모법인은15%)이상변동,딜리
