날짜,공시_제목,공시자
2024-11-06,권리락              (무상증자),코스닥시장본부
2024-11-06,전환가액의조정              (제2회차),비트나인
2024-11-05,증권발행실적보고서,비트나인
2024-11-05,증권발행결과(자율공시)              (주주배정후 실권주 일반공모),비트나인
2024-11-04,유상증자또는주식관련사채등의청약결과(자율공시)              ,비트나인
2024-10-30,유상증자또는주식관련사채등의청약결과(자율공시)              ,비트나인
2024-10-24,[발행조건확정]증권신고서(지분증권),비트나인
2024-10-24,[기재정정]투자설명서,비트나인
2024-10-24,[기재정정]주요사항보고서(유무상증자결정),비트나인
2024-10-24,유상증자최종발행가액확정              ,비트나인
2024-10-23,임원ㆍ주요주주특정증권등소유상황보고서,강철순
2024-10-18,주식등의대량보유상황보고서(일반),강철순
2024-10-16,임원ㆍ주요주주특정증권등거래계획보고서,강철순
2024-09-12,권리락              (유상증자),코스닥시장본부
2024-09-12,유상증자1차발행가액결정              ,비트나인
2024-09-09,[기재정정]주식등의대량보유상황보고서(약식),엔에이치헤지자산운용
2024-08-14,반기보고서 (2024.06),비트나인
2024-06-25,주식등의대량보유상황보고서(약식),엔에이치헤지자산운용
2024-06-21,주권매매거래정지              (무상증자),코스닥시장본부
2024-06-18,[기재정정]주식등의대량보유상황보고서(약식),엔에이치헤지자산운용
2024-05-21,타법인주식및출자증권처분결정              ,비트나인
2024-05-21,[기재정정]타법인주식및출자증권취득결정              ,비트나인
2024-05-14,[첨부정정]감사보고서제출              (2022사업연도),비트나인
2024-05-14,[첨부정정]감사보고서제출              (2023사업연도),비트나인
2024-05-14,[기재정정]사업보고서 (2022.12),비트나인
2024-05-14,[기재정정]사업보고서 (2023.12),비트나인
2024-05-13,분기보고서 (2024.03),비트나인
2024-05-10,[기재정정]분기보고서 (2023.09),비트나인
2024-05-10,[기재정정]반기보고서 (2023.06),비트나인
2024-05-10,[기재정정]분기보고서 (2023.03),비트나인
2024-04-15,단일판매ㆍ공급계약체결(자율공시)              ,비트나인
2024-03-29,사외이사의선임ㆍ해임또는중도퇴임에관한신고,비트나인
2024-03-29,정기주주총회결과              ,비트나인
2024-03-14,의결권대리행사권유참고서류,비트나인
2024-03-14,주주총회소집공고,비트나인
2024-03-13,주주총회소집결의              ,비트나인
2024-03-13,주주총회집중일개최사유신고              ,비트나인
2024-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동              ,비트나인
2024-01-08,전환가액의조정(제2회차),비트나인
2023-12-08,주주명부폐쇄기간또는기준일설정,비트나인
2023-12-04,[기재정정]단일판매ㆍ공급계약체결,비트나인
2023-08-08,주식등의대량보유상황보고서(약식),수성자산운용
2023-07-10,주식등의대량보유상황보고서(약식),한국증권금융
2023-07-10,전환가액의조정(제2회차),비트나인
2023-04-10,주식등의대량보유상황보고서(약식),한국증권금융
2023-03-31,사외이사의선임ㆍ해임또는중도퇴임에관한신고,비트나인
2023-03-31,정기주주총회결과,비트나인
2023-03-31,주식등의대량보유상황보고서(일반),강철순
2023-03-31,임원ㆍ주요주주특정증권등소유상황보고서,김은갑
2023-03-17,[기재정정]의결권대리행사권유참고서류,비트나인
2023-03-16,주주총회소집공고,비트나인
2023-03-09,주주총회집중일개최사유신고,비트나인
2023-03-09,주주총회소집결의,비트나인
2023-02-13,매출액또는손익구조30%(대규모법인은15%)이상변동,비트나인
2023-01-17,주식등의대량보유상황보고서(약식),제이비 메자닌 신기술사업투자조합 제1호
2023-01-17,주식등의대량보유상황보고서(약식),엔에이치헤지자산운용
2023-01-16,주식등의대량보유상황보고서(약식),지브이에이자산운용
2023-01-10,주식등의대량보유상황보고서(약식),타임폴리오자산운용
2023-01-09,전환가액의조정(제2회차),비트나인
2022-12-13,주주명부폐쇄기간또는기준일설정,비트나인
2022-11-14,분기보고서 (2022.09),비트나인
2022-09-30,본점소재지변경,비트나인
2022-08-16,반기보고서 (2022.06),비트나인
2022-07-08,증권발행결과(자율공시)(제2회차 CB),비트나인
2022-07-06,주요사항보고서(전환사채권발행결정),비트나인
2022-05-16,[기재정정]분기보고서 (2022.03),비트나인
2022-03-25,주식매수선택권부여에관한신고,비트나인
2022-03-25,사외이사의선임ㆍ해임또는중도퇴임에관한신고,비트나인
2022-03-25,정기주주총회결과,비트나인
2022-03-17,감사보고서제출,비트나인
2022-03-17,사업보고서 (2021.12),비트나인
2022-03-14,의결권대리행사권유참고서류,비트나인
2022-03-10,주주총회소집공고,비트나인
2022-03-08,[기재정정]주주총회집중일개최사유신고,비트나인
2022-03-08,주주총회소집결의,비트나인
2022-02-16,매출액또는손익구조30%(대규모법인은15%)이상변동,비트나인
2021-12-23,단일판매ㆍ공급계약체결(자율공시),비트나인
2021-12-16,주주명부폐쇄기간또는기준일설정,비트나인
2021-12-10,타법인주식및출자증권취득결정,비트나인
2021-12-07,기업설명회(IR)개최,비트나인
2021-11-17,주식등의대량보유상황보고서(약식),포스코기술투자
2021-11-16,임원ㆍ주요주주특정증권등소유상황보고서,소재용
2021-11-16,임원ㆍ주요주주특정증권등소유상황보고서,강철순
2021-11-15,주식등의대량보유상황보고서(일반),강철순
2021-11-05,[기재정정]증권발행실적보고서,비트나인
2021-10-28,[발행조건확정]증권신고서(지분증권),비트나인
2021-10-28,[기재정정]투자설명서,비트나인
2021-03-31,연결감사보고서 (2020.12),삼덕회계법인
2021-03-31,감사보고서 (2020.12),삼덕회계법인
2020-04-10,감사보고서 (2019.12),한울회계법인
