날짜,공시_제목,공시자
2024-09-13,주식등의대량보유상황보고서(일반),대원강업
2024-09-10,임원ㆍ주요주주특정증권등소유상황보고서,장범석
2024-09-10,최대주주등소유주식변동신고서              ,삼원강재
2024-09-05,주식등의대량보유상황보고서(일반),대원강업
2024-09-03,최대주주등소유주식변동신고서              ,삼원강재
2024-09-03,임원ㆍ주요주주특정증권등소유상황보고서,장범석
2024-08-30,대규모기업집단현황공시[분기별공시(개별회사용)],삼원강재
2024-08-14,반기보고서 (2024.06),삼원강재
2024-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼원강재
2024-05-31,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],삼원강재
2024-05-16,분기보고서 (2024.03),삼원강재
2024-04-02,[기재정정]지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼원강재
2024-03-28,주식등의대량보유상황보고서(일반),대원강업
2024-03-26,임원ㆍ주요주주특정증권등소유상황보고서,이종오
2024-03-26,최대주주등소유주식변동신고서              ,삼원강재
2024-03-21,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼원강재
2024-03-21,정기주주총회결과              ,삼원강재
2024-03-13,사업보고서 (2023.12),삼원강재
2024-03-13,감사보고서제출              ,삼원강재
2024-02-28,대규모기업집단현황공시[분기별공시(개별회사용)],삼원강재
2024-02-27,[첨부정정]의결권대리행사권유참고서류,삼원강재
2024-02-21,주주총회소집공고,삼원강재
2024-02-06,[기재정정]주주총회소집결의              ,삼원강재
2024-02-06,현금ㆍ현물배당결정              ,삼원강재
2023-11-29,대규모기업집단현황공시[분기별공시(개별회사용)],삼원강재
2023-11-14,분기보고서 (2023.09),삼원강재
2023-10-26,[연장결정]주요사항보고서(자기주식취득신탁계약체결결정),삼원강재
2023-09-06,기업설명회(IR)개최(안내공시),삼원강재
2023-08-31,대규모기업집단현황공시[분기별공시(개별회사용)],삼원강재
2023-08-14,반기보고서 (2023.06),삼원강재
2023-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼원강재
2023-05-31,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],삼원강재
2023-05-15,분기보고서 (2023.03),삼원강재
2023-03-31,주식등의대량보유상황보고서(일반),대원강업
2023-03-28,최대주주등소유주식변동신고서,삼원강재
2023-03-28,임원ㆍ주요주주특정증권등소유상황보고서,대원강업
2023-03-22,대표이사(대표집행임원)변경(안내공시),삼원강재
2023-03-22,정기주주총회결과,삼원강재
2023-03-22,최대주주등소유주식변동신고서,삼원강재
2023-03-14,사업보고서 (2022.12),삼원강재
2023-03-10,감사보고서제출,삼원강재
2023-03-07,주주총회소집공고,삼원강재
2023-02-07,주주총회소집결의,삼원강재
2023-02-07,매출액또는손익구조30%(대규모법인은15%)이상변경,삼원강재
2023-02-07,현금ㆍ현물배당결정,삼원강재
2023-02-01,결산실적공시예고(안내공시),삼원강재
2022-12-30,대표이사(대표집행임원)변경(안내공시),삼원강재
2022-12-26,임원ㆍ주요주주특정증권등소유상황보고서,포스코
2022-12-23,주식등의대량보유상황보고서(약식),POSCO홀딩스
2022-12-23,임원ㆍ주요주주특정증권등소유상황보고서,POSCO홀딩스
2022-11-24,주식등의대량보유상황보고서(약식),포스코
2022-11-14,분기보고서 (2022.09),삼원강재
2022-08-16,반기보고서 (2022.06),삼원강재
2022-05-16,분기보고서 (2022.03),삼원강재
2022-03-18,정기주주총회결과,삼원강재
2022-03-18,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼원강재
2022-03-10,사업보고서 (2021.12),삼원강재
2022-03-03,주주총회소집공고,삼원강재
2022-02-24,[기재정정]주주총회소집결의,삼원강재
2022-02-22,감사보고서제출,삼원강재
2022-01-27,현금ㆍ현물배당결정,삼원강재
2021-11-15,분기보고서 (2021.09),삼원강재
2021-08-17,반기보고서 (2021.06),삼원강재
2021-05-17,분기보고서 (2021.03),삼원강재
2021-04-16,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼원강재
2021-03-19,정기주주총회결과,삼원강재
2021-03-19,최대주주등소유주식변동신고서,삼원강재
2021-03-19,임원ㆍ주요주주특정증권등소유상황보고서,김귀식
2021-03-11,사업보고서 (2020.12),삼원강재
2021-03-04,주주총회소집공고,삼원강재
2021-02-22,[기재정정]주주총회소집결의,삼원강재
2021-02-18,감사보고서제출,삼원강재
2021-02-10,최대주주등소유주식변동신고서,삼원강재
2021-02-10,임원ㆍ주요주주특정증권등소유상황보고서,김귀식
2021-02-01,현금ㆍ현물배당결정,삼원강재
2020-11-16,분기보고서 (2020.09),삼원강재
2020-08-14,반기보고서 (2020.06),삼원강재
2020-05-15,분기보고서 (2020.03),삼원강재
2020-03-30,사업보고서 (2019.12),삼원강재
2020-03-26,최대주주등소유주식변동신고서,삼원강재
