날짜,공시_제목,공시자
2024-10-10,주권매매거래정지해제              (상장예비심사결과 통지(승인)),코스닥시장본부
2024-09-05,기업인수목적회사의예치ㆍ신탁계약내용변경              ,키움제7호스팩
2024-08-13,반기보고서 (2024.06),키움제7호스팩
2024-07-22,본점소재지변경              ,키움제7호스팩
2024-07-16,주요사항보고서(회사합병결정),키움제7호스팩
2024-07-16,주권매매거래정지              (SPAC 합병(예비심사청구대상)),코스닥시장본부
2024-05-21,주식등의대량보유상황보고서(약식),라이프자산운용
2024-05-14,분기보고서 (2024.03),키움제7호스팩
2024-03-22,[기재정정]정기주주총회결과              ,키움제7호스팩
2024-03-22,주식등의대량보유상황보고서(약식),하우자산운용
2024-03-22,기업인수목적회사의임원사임              ,키움제7호스팩
2024-03-22,기업인수목적회사의임원선임결정              ,키움제7호스팩
2024-03-14,사업보고서 (2023.12),키움제7호스팩
2024-03-08,감사보고서제출              ,키움제7호스팩
2024-03-07,주주총회소집공고,키움제7호스팩
2024-02-20,주주총회집중일개최사유신고              ,키움제7호스팩
2024-02-20,주주총회소집결의              ,키움제7호스팩
2024-02-05,매출액또는손익구조30%(대규모법인은15%)이상변동              ,키움제7호스팩
2023-12-15,주주명부폐쇄기간또는기준일설정,키움제7호스팩
2023-11-14,[기재정정]분기보고서 (2023.09),키움제7호스팩
2023-09-05,기업인수목적회사의예치ㆍ신탁계약내용변경,키움제7호스팩
2023-08-14,반기보고서 (2023.06),키움제7호스팩
2023-06-09,주식등의대량보유상황보고서(약식),라이프자산운용
2023-05-12,분기보고서 (2023.03),키움제7호스팩
2023-03-31,정기주주총회결과,키움제7호스팩
2023-03-17,사업보고서 (2022.12),키움제7호스팩
2023-03-17,감사보고서제출,키움제7호스팩
2023-03-17,주주총회소집공고,키움제7호스팩
2023-02-28,주주총회소집결의,키움제7호스팩
2023-02-28,주주총회집중일개최사유신고,키움제7호스팩
2022-12-27,주주명부폐쇄기간또는기준일설정,키움제7호스팩
2022-11-14,분기보고서 (2022.09),키움제7호스팩
2022-09-16,주식등의대량보유상황보고서(일반),키움증권
2022-09-15,임원ㆍ주요주주특정증권등소유상황보고서,위벤처스
2022-09-13,주식등의대량보유상황보고서(일반),SV인베스트먼트
2022-09-01,증권발행실적보고서,키움제7호스팩
2022-08-26,[기재정정]투자설명서,키움제7호스팩
2022-08-26,[발행조건확정]증권신고서(지분증권),키움제7호스팩
