날짜,공시_제목,공시자
2024-05-10,상장폐지승인을위한의안상정결정              ,코스메카코리아
2024-05-10,주주명부폐쇄기간또는기준일설정              ,코스메카코리아
2024-05-10,기업설명회(IR)개최              ,코스메카코리아
2024-05-10,연결재무제표기준영업(잠정)실적(공정공시)              ,코스메카코리아
2024-05-10,주주총회소집결의              (임시주주총회),코스메카코리아
2024-05-07,결산실적공시예고              ,코스메카코리아
2024-04-09,주식등의대량보유상황보고서(약식),트러스톤자산운용
2024-04-05,[기재정정]신규시설투자등              ,코스메카코리아
2024-04-03,임원ㆍ주요주주특정증권등소유상황보고서,국민연금공단
2024-04-01,주식등의대량보유상황보고서(약식),KB자산운용
2024-03-29,정기주주총회결과              ,코스메카코리아
2024-03-25,주식등의대량보유상황보고서(일반),박은희
2024-03-21,사업보고서 (2023.12),코스메카코리아
2024-03-21,감사보고서제출              ,코스메카코리아
2024-03-14,주주총회소집공고,코스메카코리아
2024-03-14,주주총회집중일개최사유신고              ,코스메카코리아
2024-03-14,주주총회소집결의              ,코스메카코리아
2024-02-23,연결재무제표기준영업(잠정)실적(공정공시)              ,코스메카코리아
2024-02-23,기업설명회(IR)개최              ,코스메카코리아
2024-02-23,매출액또는손익구조30%(대규모법인은15%)이상변동              ,코스메카코리아
2024-02-06,결산실적공시예고              ,코스메카코리아
2024-02-02,주식등의대량보유상황보고서(약식),KB자산운용
2024-01-29,임원ㆍ주요주주특정증권등소유상황보고서,조항의
2024-01-19,기업설명회(IR)개최,코스메카코리아
2024-01-08,주식등의대량보유상황보고서(약식),국민연금공단
2024-01-04,임원ㆍ주요주주특정증권등소유상황보고서,국민연금공단
2024-01-02,주식등의대량보유상황보고서(약식),KB자산운용
2023-12-13,주주명부폐쇄기간또는기준일설정,코스메카코리아
2023-12-01,기업설명회(IR)개최,코스메카코리아
2023-11-15,기업설명회(IR)개최,코스메카코리아
2023-11-14,분기보고서 (2023.09),코스메카코리아
2023-11-10,임원ㆍ주요주주특정증권등소유상황보고서,차영권
2023-11-06,기업설명회(IR)개최,코스메카코리아
2023-11-06,연결재무제표기준영업(잠정)실적(공정공시),코스메카코리아
2023-11-03,임원ㆍ주요주주특정증권등소유상황보고서,조현대
2023-10-30,결산실적공시예고,코스메카코리아
2023-10-19,임원ㆍ주요주주특정증권등소유상황보고서,국민연금공단
2023-10-06,기업설명회(IR)개최,코스메카코리아
2023-10-06,기업설명회(IR)개최,코스메카코리아
2023-10-05,주식등의대량보유상황보고서(약식),국민연금공단
2023-09-25,주식등의대량보유상황보고서(일반),박은희
2023-09-07,주식등의대량보유상황보고서(약식),트러스톤자산운용
2023-09-04,기업설명회(IR)개최,코스메카코리아
2023-08-18,임원ㆍ주요주주특정증권등소유상황보고서,조현대
2023-08-17,주식등의대량보유상황보고서(약식),KB자산운용
2023-08-14,기업설명회(IR)개최,코스메카코리아
2023-08-14,반기보고서 (2023.06),코스메카코리아
2023-08-09,임원ㆍ주요주주특정증권등소유상황보고서,조현대
2023-08-09,기업설명회(IR)개최,코스메카코리아
2023-08-09,연결재무제표기준영업(잠정)실적(공정공시),코스메카코리아
2023-07-28,주식등의대량보유상황보고서(일반),박선기
2023-07-28,결산실적공시예고,코스메카코리아
2023-07-17,주식등의대량보유상황보고서(일반),박선기
2023-07-13,주식등의대량보유상황보고서(약식),트러스톤자산운용
2023-07-04,주식등의대량보유상황보고서(약식),국민연금공단
2023-05-30,기업설명회(IR)개최,코스메카코리아
2023-05-24,임원ㆍ주요주주특정증권등소유상황보고서,조현대
2023-05-17,기업설명회(IR)개최,코스메카코리아
2023-05-15,분기보고서 (2023.03),코스메카코리아
2023-05-09,연결재무제표기준영업(잠정)실적(공정공시),코스메카코리아
2023-05-09,기업설명회(IR)개최,코스메카코리아
2023-05-02,결산실적공시예고,코스메카코리아
2023-04-25,임원ㆍ주요주주특정증권등소유상황보고서,조현대
2023-03-28,주식등의대량보유상황보고서(일반),박은희
2023-03-24,사외이사의선임ㆍ해임또는중도퇴임에관한신고,코스메카코리아
2023-03-24,정기주주총회결과,코스메카코리아
2023-03-16,사업보고서 (2022.12),코스메카코리아
2023-03-16,감사보고서제출,코스메카코리아
2023-03-09,주주총회소집공고,코스메카코리아
2023-03-09,주주총회소집결의,코스메카코리아
2023-03-09,주주총회집중일개최사유신고,코스메카코리아
