날짜,공시_제목,공시자
2024-08-26,[기재정정]타법인주식및출자증권취득결정(자율공시)              ,동인기연
2024-08-14,반기보고서 (2024.06),동인기연
2024-07-19,단기차입금증가결정              ,동인기연
2024-07-19,주요사항보고서(자기주식취득신탁계약체결결정),동인기연
2024-05-27,단기차입금증가결정              ,동인기연
2024-05-16,기타안내사항(안내공시)              ,동인기연
2024-05-16,[기재정정]분기보고서 (2024.03),동인기연
2024-03-28,사외이사의선임ㆍ해임또는중도퇴임에관한신고,동인기연
2024-03-28,정기주주총회결과              ,동인기연
2024-03-21,사업보고서 (2023.12),동인기연
2024-03-20,감사보고서제출              ,동인기연
2024-03-14,[기재정정]의결권대리행사권유참고서류,동인기연
2024-03-14,[기재정정]주주총회소집공고,동인기연
2024-03-08,신탁계약에의한취득상황보고서,동인기연
2024-03-06,주주총회소집결의              ,동인기연
2024-03-06,현금ㆍ현물배당결정              ,동인기연
2024-02-13,매출액또는손익구조30%(대규모법인은15%)이상변경              ,동인기연
2023-12-12,최대주주등소유주식변동신고서,동인기연
2023-12-12,주식등의대량보유상황보고서(일반),정인수
2023-12-07,주요사항보고서(자기주식취득신탁계약체결결정),동인기연
2023-12-05,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,동인기연
2023-12-01,단기차입금감소(자율공시),동인기연
2023-11-28,주식등의대량보유상황보고서(일반),큐씨피제이비기술가치평가사모투자전문회사
2023-11-23,임원ㆍ주요주주특정증권등소유상황보고서,정윤석
2023-11-23,주식등의대량보유상황보고서(일반),정인수
2023-11-23,임원ㆍ주요주주특정증권등소유상황보고서,정인수
2023-11-23,최대주주등소유주식변동신고서,동인기연
2023-11-15,[기재정정]증권발행실적보고서,동인기연
2023-11-08,[발행조건확정]증권신고서(지분증권),동인기연
2023-11-08,[기재정정]투자설명서,동인기연
2023-05-17,연결감사보고서 (2022.12),안진회계법인
2023-05-17,감사보고서 (2022.12),안진회계법인
2022-03-31,감사보고서 (2021.12),이정회계법인
2021-04-09,감사보고서 (2020.12),이정회계법인
2020-04-28,연결감사보고서 (2019.12),이정회계법인
2020-03-30,감사보고서 (2019.12),이정회계법인
2019-05-02,연결감사보고서 (2018.12),지율회계법인
2019-04-05,감사보고서 (2018.12),지율회계법인
