날짜,공시_제목,공시자
2024-09-23,임원ㆍ주요주주특정증권등소유상황보고서,유호찬
2024-08-28,대규모기업집단현황공시[분기별공시(대표회사용)],삼천리
2024-08-13,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼천리
2024-08-13,반기보고서 (2024.06),삼천리
2024-08-08,특수관계인과의수익증권거래,삼천리
2024-07-09,임원ㆍ주요주주특정증권등소유상황보고서,김종훈
2024-07-09,최대주주등소유주식변동신고서              ,삼천리
2024-06-18,특수관계인으로부터주식의취득,삼천리
2024-05-31,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(대표회사)],삼천리
2024-05-31,기업지배구조보고서공시              ,삼천리
2024-05-30,대규모기업집단현황공시[연1회(동일인용)],이만득
2024-05-14,분기보고서 (2024.03),삼천리
2024-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,삼천리
2024-03-22,정기주주총회결과              ,삼천리
2024-03-19,[기재정정]사업보고서 (2023.12),삼천리
2024-03-14,감사보고서제출              ,삼천리
2024-03-07,주주총회소집결의              ,삼천리
2024-03-07,의결권대리행사권유참고서류,삼천리
2024-03-07,주주총회소집공고,삼천리
2024-03-07,현금ㆍ현물배당결정              ,삼천리
2024-03-07,주주총회집중일개최사유신고              ,삼천리
2024-03-05,증권발행실적보고서,삼천리
2024-03-05,투자설명서,삼천리
2024-03-04,[발행조건확정]증권신고서(채무증권),삼천리
2024-02-28,대규모기업집단현황공시[분기별공시(대표회사용)],삼천리
2024-02-13,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼천리
2024-02-08,영업(잠정)실적(공정공시)              ,삼천리
2024-01-31,매출액또는손익구조30%(대규모법인은15%)이상변경,삼천리
2024-01-11,최대주주등소유주식변동신고서,삼천리
2023-12-26,기타경영사항(자율공시)(배당기준일 변경 안내),삼천리
2023-12-20,최대주주등소유주식변동신고서,삼천리
2023-12-20,임원ㆍ주요주주특정증권등소유상황보고서,김경수
2023-12-06,임원ㆍ주요주주특정증권등소유상황보고서,오태호
2023-12-06,임원ㆍ주요주주특정증권등소유상황보고서,허재혁
2023-12-06,임원ㆍ주요주주특정증권등소유상황보고서,안동철
2023-12-01,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,삼천리
2023-11-28,대규모기업집단현황공시[분기별공시(대표회사용)],삼천리
2023-11-13,분기보고서 (2023.09),삼천리
2023-08-29,대규모기업집단현황공시[분기별공시(대표회사용)],삼천리
2023-08-14,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,삼천리
2023-08-11,반기보고서 (2023.06),삼천리
2023-08-01,최대주주등소유주식변동신고서,삼천리
2023-07-10,주식등의대량보유상황보고서(약식),한국증권금융
2023-05-31,기업지배구조보고서공시,삼천리
2023-05-31,투자설명서,삼천리
