날짜,시가,고가,저가,종가,거래량,등락률,BPS,PER,PBR,EPS,DIV,DPS,기관합계_거래량_순매수,기타법인_거래량_순매수,개인_거래량_순매수,외국인합계_거래량_순매수,전체_거래량_순매수,기관합계_거래량_매수,기타법인_거래량_매수,개인_거래량_매수,외국인합계_거래량_매수,전체_거래량_매수,기관합계_거래량_매도,기타법인_거래량_매도,개인_거래량_매도,외국인합계_거래량_매도,전체_거래량_매도,기관합계_거래대금_순매수,기타법인_거래대금_순매수,개인_거래대금_순매수,외국인합계_거래대금_순매수,전체_거래대금_순매수,기관합계_거래대금_매수,기타법인_거래대금_매수,개인_거래대금_매수,외국인합계_거래대금_매수,전체_거래대금_매수,기관합계_거래대금_매도,기타법인_거래대금_매도,개인_거래대금_매도,외국인합계_거래대금_매도,전체_거래대금_매도
2019-01-02,3550,3570,3460,3495,343927,-1.5492957746478873,0,0.0,0.0,0,0.0,0,11912,2101,35755,-49768,0,85202,2101,251047,5577,343927,73290,0,215292,55345,343927,41177795,7352930,125099920,-173630645,0,298231895,7352930,880754155,19763810,1206102790,257054100,0,755654235,193394455,1206102790
2019-01-03,3475,3525,3470,3495,302064,0.0,0,0.0,0.0,0,0.0,0,69146,-8000,-66666,5520,0,179146,1000,92151,29767,302064,110000,9000,158817,24247,302064,242487030,-27949725,-233835555,19298250,0,627222745,3475000,322398680,104127015,1057223440,384735715,31424725,556234235,84828765,1057223440
2019-01-04,3495,3495,3445,3480,79247,-0.4291845493562232,0,0.0,0.0,0,0.0,0,-2799,1101,1155,543,0,22124,2101,54350,672,79247,24923,1000,53195,129,79247,-9642640,3815910,3945915,1880815,0,76764650,7278455,188227800,2329635,274600540,86407290,3462545,184281885,448820,274600540
2019-01-07,3495,3545,3490,3540,297109,1.7241379310344827,0,0.0,0.0,0,0.0,0,-50091,0,36093,13998,0,141702,0,141409,13998,297109,191793,0,105316,0,297109,-173605600,0,124142980,49462620,0,498728910,0,495422360,49462620,1043613890,672334510,0,371279380,0,1043613890
2019-01-08,3540,3540,3450,3480,214902,-1.694915254237288,0,0.0,0.0,0,0.0,0,-16152,9001,24946,-17795,0,50494,9001,149964,5443,214902,66646,0,125018,23238,214902,-56041340,31262615,86689505,-61910780,0,175752775,31262615,521691545,18940830,747647765,231794115,0,435002040,80851610,747647765
2019-01-09,3460,3520,3460,3510,211796,0.8620689655172413,0,0.0,0.0,0,0.0,0,35890,4000,-41611,1721,0,123259,4000,82736,1801,211796,87369,0,124347,80,211796,125572455,13920000,-145511610,6019155,0,430293005,13920000,288172345,6299235,738684585,304720550,0,433683955,280080,738684585
2019-01-10,3520,3525,3465,3485,177050,-0.7122507122507122,0,0.0,0.0,0,0.0,0,34211,4000,-38183,-28,0,50369,4000,122681,0,177050,16158,0,160864,28,177050,119643225,13880000,-133425505,-97720,0,175947600,13880000,426885450,0,616713050,56304375,0,560310955,97720,616713050
2019-01-11,3490,3490,3395,3450,352372,-1.0043041606886656,0,0.0,0.0,0,0.0,0,-167337,2101,151801,13435,0,50794,2101,283765,15712,352372,218131,0,131964,2277,352372,-571355575,7248455,517985765,46121355,0,176672345,7248455,975519935,53977845,1213418580,748027920,0,457534170,7856490,1213418580
2019-01-14,3450,3465,3400,3430,255286,-0.5797101449275363,0,0.0,0.0,0,0.0,0,-107297,-9075,109441,6931,0,29779,8001,195583,21923,255286,137076,17076,86142,14992,255286,-365899970,-31144335,373295475,23748830,0,102130560,27398410,668799785,75083240,873411995,468030530,58542745,295504310,51334410,873411995
2019-01-15,3430,3510,3400,3510,354477,2.3323615160349855,0,0.0,0.0,0,0.0,0,-67711,-18462,65475,20698,0,58112,166,274499,21700,354477,125823,18628,209024,1002,354477,-235261310,-64121265,227501650,71880925,0,201865470,578475,951721990,75362735,1229528670,437126780,64699740,724220340,3481810,1229528670
2019-01-16,3490,3600,3490,3560,375350,1.4245014245014245,0,0.0,0.0,0,0.0,0,-30369,47282,-22793,5880,0,141745,65000,157714,10891,375350,172114,17718,180507,5011,375350,-106770720,169941210,-84284650,21114160,0,505244895,232682440,559628920,38975925,1336532180,612015615,62741230,643913570,17861765,1336532180
2019-01-17,3565,3585,3550,3555,150186,-0.1404494382022472,0,0.0,0.0,0,0.0,0,-7593,-5511,-9436,22540,0,21135,15000,91511,22540,150186,28728,20511,100947,0,150186,-26894490,-19719860,-33700730,80315080,0,75184675,53250000,326045440,80315080,534795195,102079165,72969860,359746170,0,534795195
2019-01-18,3570,3635,3555,3635,249836,2.250351617440225,0,0.0,0.0,0,0.0,0,40439,0,-60491,20052,0,130250,0,95533,24053,249836,89811,0,156024,4001,249836,145936220,0,-218347905,72411685,0,471115470,0,344913820,86875245,902904535,325179250,0,563261725,14463560,902904535
2019-01-21,3635,3655,3600,3630,138881,-0.1375515818431912,0,0.0,0.0,0,0.0,0,23988,20000,-53765,9777,0,39819,20000,69265,9797,138881,15831,0,123030,20,138881,86395420,72800000,-194676430,35481010,0,143916950,72800000,251443370,35553625,503713945,57521530,0,446119800,72615,503713945
2019-01-22,3640,3655,3600,3615,191655,-0.4132231404958678,0,0.0,0.0,0,0.0,0,40432,134,-59885,19319,0,96730,134,71042,23749,191655,56298,0,130927,4430,191655,146829625,482400,-217534905,70222880,0,351583915,482400,257390850,86247145,695704310,204754290,0,474925755,16024265,695704310
2019-01-23,3605,3695,3570,3670,306206,1.5214384508990317,0,0.0,0.0,0,0.0,0,70031,8060,-77629,-462,0,193515,8060,95233,9398,306206,123484,0,172862,9860,306206,263564935,28854800,-290547495,-1872240,0,711385300,28854800,343290980,34401415,1117932495,447820365,0,633838475,36273655,1117932495
2019-01-24,3690,3745,3690,3735,298992,1.7711171662125342,0,0.0,0.0,0,0.0,0,-46393,-5980,30761,21612,0,96813,20,180547,21612,298992,143206,6000,149786,0,298992,-171913400,-22310900,113899635,80324665,0,360174645,74100,670696765,80324665,1111270175,532088045,22385000,556797130,0,1111270175
2019-01-25,3740,3760,3710,3750,160036,0.4016064257028112,0,0.0,0.0,0,0.0,0,36756,10,-45515,8749,0,65047,10,85735,9244,160036,28291,0,131250,495,160036,137957360,37350,-170664580,32669870,0,243612515,37350,320063985,34525020,598238870,105655155,0,490728565,1855150,598238870
2019-01-28,3760,3760,3705,3715,79658,-0.9333333333333335,0,0.0,0.0,0,0.0,0,6808,1,-6757,-52,0,15688,1,63969,0,79658,8880,0,70726,52,79658,25397085,3715,-25205280,-195520,0,58534355,3715,238637000,0,297175070,33137270,0,263842280,195520,297175070
2019-01-29,3715,3720,3690,3710,126357,-0.13458950201884254,0,0.0,0.0,0,0.0,0,9642,-4000,31580,-37222,0,34872,0,91107,378,126357,25230,4000,59527,37600,126357,35927960,-14800000,116795745,-137923705,0,129315750,0,337441935,1402380,468160065,93387790,14800000,220646190,139326085,468160065
2019-01-30,3710,3720,3670,3705,176078,-0.13477088948787064,0,0.0,0.0,0,0.0,0,-41999,0,50461,-8462,0,32482,0,143542,54,176078,74481,0,93081,8516,176078,-154806325,0,186061760,-31255435,0,119858620,0,529707890,200520,649767030,274664945,0,343646130,31455955,649767030
2019-01-31,3720,3760,3720,3745,345172,1.0796221322537112,0,0.0,0.0,0,0.0,0,-16238,10884,11664,-6310,0,170765,10884,163517,6,345172,187003,0,151853,6316,345172,-60266685,40623320,43267680,-23624315,0,639344520,40623320,611789620,22410,1291779870,699611205,0,568521940,23646725,1291779870
2019-02-01,3755,3760,3650,3710,170298,-0.9345794392523363,0,0.0,0.0,0,0.0,0,-34968,-3371,28661,9678,0,22609,13629,124376,9684,170298,57577,17000,95715,6,170298,-129436565,-12434555,105966900,35904220,0,84177815,50495445,461703815,35926740,632303815,213614380,62930000,355736915,22520,632303815
2019-02-07,3750,3785,3680,3780,320110,1.8867924528301887,0,0.0,0.0,0,0.0,0,135493,-370,-129595,-5528,0,173161,2630,119415,24904,320110,37668,3000,249010,30432,320110,510797070,-1431485,-488345855,-21019730,0,652336775,9833515,447815395,93510475,1203496160,141539705,11265000,936161250,114530205,1203496160
2019-02-08,3790,3790,3680,3725,135802,-1.455026455026455,0,0.0,0.0,0,0.0,0,-42424,30393,18020,-5989,0,16113,30393,84201,5095,135802,58537,0,66181,11084,135802,-157663630,112701255,67212045,-22249670,0,59780230,112701255,312704240,18928920,504114645,217443860,0,245492195,41178590,504114645
2019-02-11,3730,3755,3710,3715,134350,-0.2684563758389262,0,0.0,0.0,0,0.0,0,-6300,54968,-43894,-4774,0,22278,54968,53097,4007,134350,28578,0,96991,8781,134350,-22936275,204995375,-164262410,-17796690,0,83452525,204995375,198007485,14922025,501377410,106388800,0,362269895,32718715,501377410
2019-02-12,3720,3735,3700,3730,107692,0.4037685060565276,0,0.0,0.0,0,0.0,0,40877,-6440,-34767,330,0,49641,0,48975,9076,107692,8764,6440,83742,8746,107692,152266395,-23975480,-129477930,1187015,0,184889495,0,181910730,33733990,400534215,32623100,23975480,311388660,32546975,400534215
2019-02-13,3735,3735,3700,3705,148261,-0.6702412868632708,0,0.0,0.0,0,0.0,0,-8530,30001,-19296,-2175,0,59564,30001,51830,6866,148261,68094,0,71126,9041,148261,-31375055,111287855,-71799800,-8113000,0,221504410,111287855,192199520,25489565,550481350,252879465,0,263999320,33602565,550481350
