날짜,공시_제목,공시자
2024-12-13,현금ㆍ현물배당결정              ,시큐브
2024-12-13,주주명부폐쇄기간또는기준일설정              ,시큐브
2024-12-13,주식소각결정              ,시큐브
2024-11-14,분기보고서 (2024.09),시큐브
2024-10-15,신탁계약에의한취득상황보고서,시큐브
2024-08-14,반기보고서 (2024.06),시큐브
2024-07-12,주요사항보고서(자기주식취득신탁계약체결결정),시큐브
2024-06-19,대표이사변경              ,시큐브
2024-05-16,분기보고서 (2024.03),시큐브
2024-03-28,대표이사변경              ,시큐브
2024-03-28,사외이사의선임ㆍ해임또는중도퇴임에관한신고,시큐브
2024-03-28,정기주주총회결과              ,시큐브
2024-03-20,감사보고서제출              ,시큐브
2024-03-20,사업보고서 (2023.12),시큐브
2024-03-12,의결권대리행사권유참고서류,시큐브
2024-03-12,주주총회소집공고,시큐브
2024-03-12,주주총회소집결의              ,시큐브
2024-02-06,현금ㆍ현물배당결정              ,시큐브
2024-01-30,신탁계약해지결과보고서,시큐브
2023-12-15,주주명부폐쇄기간또는기준일설정,시큐브
2023-11-24,주식등의대량보유상황보고서(일반),홍기융
2023-11-14,분기보고서 (2023.09),시큐브
2023-10-27,신탁계약에의한취득상황보고서,시큐브
2023-10-18,[기재정정]대표이사변경,시큐브
2023-10-05,임시주주총회결과,시큐브
2023-10-05,임원ㆍ주요주주특정증권등소유상황보고서,이종주
2023-09-15,의결권대리행사권유참고서류,시큐브
2023-09-15,주주총회소집공고,시큐브
2023-08-28,임원ㆍ주요주주특정증권등소유상황보고서,김명배
2023-08-16,주주총회소집결의(임시주주총회),시큐브
2023-08-16,주주명부폐쇄기간또는기준일설정,시큐브
2023-08-14,반기보고서 (2023.06),시큐브
2023-07-26,주요사항보고서(자기주식취득신탁계약체결결정),시큐브
2023-07-14,[기재정정]사업보고서 (2022.12),시큐브
2023-06-30,주권매매거래정지(회계처리 기준위반),코스닥시장본부
2023-06-30,회계처리기준위반행위로인한검찰기소,시큐브
2023-05-15,분기보고서 (2023.03),시큐브
2023-03-29,정기주주총회결과,시큐브
2023-03-21,감사보고서제출,시큐브
2023-03-14,[기재정정]의결권대리행사권유참고서류,시큐브
2023-03-13,주주총회소집공고,시큐브
2023-03-13,주주총회소집결의,시큐브
2023-01-27,[기재정정]현금ㆍ현물배당결정,시큐브
2022-12-20,기타경영사항(자율공시)(특허권 취득),시큐브
2022-12-16,주주명부폐쇄기간또는기준일설정,시큐브
2022-11-14,분기보고서 (2022.09),시큐브
2022-09-29,기타경영사항(자율공시)((특허권 취득)(은닉 수기서명 인증 장치 및 방법)(해외특허 : 일본)),시큐브
2022-08-16,반기보고서 (2022.06),시큐브
2022-06-28,기타경영사항(자율공시)(특허권 취득)(증강 수기 서명 인증 방법 및 시스템),시큐브
2022-05-20,임원ㆍ주요주주특정증권등소유상황보고서,이종주
2022-05-16,분기보고서 (2022.03),시큐브
2022-04-11,임원ㆍ주요주주특정증권등소유상황보고서,이규호
2022-04-11,임원ㆍ주요주주특정증권등소유상황보고서,이종주
2022-04-11,임원ㆍ주요주주특정증권등소유상황보고서,홍기융
2022-03-29,정기주주총회결과,시큐브
2022-03-21,사업보고서 (2021.12),시큐브
2022-03-21,감사보고서제출,시큐브
2022-03-14,주주총회소집공고,시큐브
2022-03-14,주주총회소집결의,시큐브
2022-03-14,의결권대리행사권유참고서류,시큐브
2022-03-10,기타경영사항(자율공시)(특허권 취득),시큐브
2022-03-02,기타경영사항(자율공시)(특허권 취득),시큐브
2022-01-26,매출액또는손익구조30%(대규모법인은15%)이상변동,시큐브
2021-12-29,[기재정정]현금ㆍ현물배당결정,시큐브
2021-12-28,배당락(주식배당),코스닥시장본부
2021-12-16,주주명부폐쇄기간또는기준일설정,시큐브
2021-12-14,주식배당결정,시큐브
2021-11-15,분기보고서 (2021.09),시큐브
2021-11-02,기타경영사항(특허권취득)(자율공시)(공간분할 세그먼트에 대한 동적이동 추적 기반 수기서명 인증 시스템 및 방법(해외특허 : 미국)),시큐브
2021-08-17,반기보고서 (2021.06),시큐브
2021-08-03,기타경영사항(특허권취득)(자율공시)(공간분할 세그먼트에 대한 동적이동 추적 기반 수기서명 인증 시스템 및 방법(해외특허 : 일본)),시큐브
2021-07-20,기타경영사항(특허권취득)(자율공시)(공간분할 세그먼트에 대한 동적이동 추적 기반 수기서명 인증 시스템 및 방법),시큐브
2021-05-17,분기보고서 (2021.03),시큐브
2021-05-14,"기타경영사항(특허권취득)(자율공시)(멀티프로세스 클러스터링 기반 랜섬웨어 공격 탐지 장치, 방법 및 그 방법을 실현하기 위한 프로그램을 기록한 기록매체)",시큐브
