날짜,공시_제목,공시자
2024-11-11,분기보고서 (2024.09),현대힘스
2024-11-05,임원ㆍ주요주주특정증권등소유상황보고서,최지용
2024-10-11,임원ㆍ주요주주특정증권등소유상황보고서,최지용
2024-09-12,임원ㆍ주요주주특정증권등소유상황보고서,최지용
2024-08-16,반기보고서 (2024.06),현대힘스
2024-05-31,주식매수선택권행사              ,현대힘스
2024-05-23,[기재정정]분기보고서 (2024.03),현대힘스
2024-04-16,기업설명회(IR)개최              ,현대힘스
2024-03-28,정기주주총회결과              ,현대힘스
2024-03-20,사업보고서 (2023.12),현대힘스
2024-03-20,감사보고서제출              ,현대힘스
2024-03-13,주주총회소집공고,현대힘스
2024-03-06,주주총회소집결의              ,현대힘스
2024-02-08,매출액또는손익구조30%(대규모법인은15%)이상변동              ,현대힘스
2024-02-01,임원ㆍ주요주주특정증권등소유상황보고서,HD한국조선해양
2024-02-01,주식등의대량보유상황보고서(약식),HD한국조선해양
2024-01-31,주식등의대량보유상황보고서(일반),허큘리스홀딩스
2024-01-31,임원ㆍ주요주주특정증권등소유상황보고서,허큘리스홀딩스
2024-01-22,증권발행실적보고서,현대힘스
2024-01-16,[기재정정]투자설명서,현대힘스
2024-01-16,[발행조건확정]증권신고서(지분증권),현대힘스
2023-04-03,연결감사보고서 (2022.12),한영회계법인
2023-04-03,감사보고서 (2022.12),한영회계법인
2022-04-11,연결감사보고서 (2021.12),삼정회계법인
2022-04-11,감사보고서 (2021.12),삼정회계법인
2021-04-05,감사보고서 (2020.12),삼정회계법인
2020-04-07,감사보고서 (2019.12),삼정회계법인
2019-05-31,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],현대힘스
2019-04-30,최대주주등의주식보유변동,현대힘스
2019-04-03,감사보고서 (2018.12),삼정회계법인
2019-02-28,대규모기업집단현황공시[분기별공시(개별회사용)],현대힘스
2019-01-03,임원의변동,현대힘스
