날짜,공시_제목,공시자
2024-11-14,분기보고서 (2024.09),신라에스지
2024-08-14,반기보고서 (2024.06),신라에스지
2024-05-16,분기보고서 (2024.03),신라에스지
2024-04-22,본점소재지변경              ,신라에스지
2024-03-21,정기주주총회결과              ,신라에스지
2024-03-13,사업보고서 (2023.12),신라에스지
2024-03-13,[기재정정]주주총회소집공고,신라에스지
2024-03-13,[기재정정]주주총회소집결의              ,신라에스지
2024-03-13,감사보고서제출              ,신라에스지
2024-01-22,매출액또는손익구조30%(대규모법인은15%)이상변동,신라에스지
2023-11-14,분기보고서 (2023.09),신라에스지
2023-08-14,반기보고서 (2023.06),신라에스지
2023-05-15,분기보고서 (2023.03),신라에스지
2023-03-23,사외이사의선임ㆍ해임또는중도퇴임에관한신고,신라에스지
2023-03-23,정기주주총회결과,신라에스지
2023-03-15,[기재정정]주주총회소집결의,신라에스지
2023-03-15,감사보고서제출,신라에스지
2023-03-15,[기재정정]주주총회소집공고,신라에스지
2023-03-15,사업보고서 (2022.12),신라에스지
2023-03-15,[기재정정]의결권대리행사권유참고서류,신라에스지
2023-01-25,매출액또는손익구조30%(대규모법인은15%)이상변동,신라에스지
2022-11-14,분기보고서 (2022.09),신라에스지
2022-08-16,반기보고서 (2022.06),신라에스지
2022-08-16,[기재정정]사업보고서 (2021.12),신라에스지
2022-05-16,분기보고서 (2022.03),신라에스지
2022-03-24,정기주주총회결과,신라에스지
2022-03-08,감사보고서제출,신라에스지
2022-03-08,주주총회소집공고,신라에스지
2022-03-08,주주총회소집결의,신라에스지
2022-01-20,매출액또는손익구조30%(대규모법인은15%)이상변동,신라에스지
2021-11-15,분기보고서 (2021.09),신라에스지
2021-08-17,반기보고서 (2021.06),신라에스지
2021-08-02,대표이사변경,신라에스지
2021-05-17,분기보고서 (2021.03),신라에스지
2021-03-25,사외이사의선임ㆍ해임또는중도퇴임에관한신고,신라에스지
2021-03-25,정기주주총회결과,신라에스지
2021-03-17,사업보고서 (2020.12),신라에스지
2021-03-11,[기재정정]주주총회소집공고,신라에스지
2021-03-11,[기재정정]주주총회소집결의,신라에스지
2021-03-11,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,신라에스지
2021-03-11,감사보고서제출,신라에스지
2021-01-28,조회공시요구(현저한시황변동)에대한답변(중요정보없음),신라에스지
2021-01-27,조회공시요구(현저한시황변동),코스닥시장본부
2020-12-01,합병등종료보고서(합병),신라에스지
2020-11-16,분기보고서 (2020.09),신라에스지
2020-10-30,기타경영사항(자율공시)(소규모 합병 승인 이사회 결의(주주총회 갈음) 결과 보고),신라에스지
2020-09-28,[첨부추가]주요사항보고서(회사합병결정),신라에스지
2020-09-28,주주명부폐쇄기간또는기준일설정,신라에스지
2020-08-14,반기보고서 (2020.06),신라에스지
2020-05-15,분기보고서 (2020.03),신라에스지
2020-03-30,사업보고서 (2019.12),신라에스지
2020-03-19,정기주주총회결과,신라에스지
2020-03-11,[기재정정]주주총회소집공고,신라에스지
2020-03-11,[기재정정]주주총회소집결의,신라에스지
2020-03-11,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,신라에스지
2020-03-11,감사보고서제출,신라에스지
2019-11-14,분기보고서 (2019.09),신라에스지
2019-08-14,반기보고서 (2019.06),신라에스지
2019-05-15,분기보고서 (2019.03),신라에스지
2019-04-01,사업보고서 (2018.12),신라에스지
2019-03-27,사외이사의선임ㆍ해임또는중도퇴임에관한신고,신라에스지
2019-03-27,정기주주총회결과,신라에스지
2019-03-12,주주총회소집공고,신라에스지
2019-03-12,주주총회집중일개최사유신고,신라에스지
2019-03-12,주주총회소집결의,신라에스지
2019-03-12,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,신라에스지
2019-03-12,감사보고서제출,신라에스지
