날짜,공시_제목,공시자
2024-03-26,정기주주총회결과              ,덕산하이메탈
2024-03-26,사외이사의선임ㆍ해임또는중도퇴임에관한신고,덕산하이메탈
2024-03-18,사업보고서 (2023.12),덕산하이메탈
2024-03-18,감사보고서제출              ,덕산하이메탈
2024-03-11,의결권대리행사권유참고서류,덕산하이메탈
2024-03-11,주주총회소집공고,덕산하이메탈
2024-02-20,[기재정정]주식매수선택권부여에관한신고,덕산하이메탈
2024-02-20,[기재정정]주식매수선택권부여에관한신고,덕산하이메탈
2024-02-16,매출액또는손익구조30%(대규모법인은15%)이상변동              ,덕산하이메탈
2024-02-16,주주총회소집결의              (정기주주총회),덕산하이메탈
2024-02-02,주식등의대량보유상황보고서(일반),이수훈
2023-12-14,주주명부폐쇄기간또는기준일설정,덕산하이메탈
2023-12-05,타법인주식및출자증권취득결정,덕산하이메탈
2023-12-05,유상증자결정(종속회사의주요경영사항),덕산하이메탈
2023-11-14,분기보고서 (2023.09),덕산하이메탈
2023-11-10,타법인주식및출자증권취득결정(종속회사의주요경영사항),덕산하이메탈
2023-11-09,타법인주식및출자증권취득결정,덕산하이메탈
2023-11-09,유상증자결정(종속회사의주요경영사항),덕산하이메탈
2023-11-06,주식등의대량보유상황보고서(일반),이준호
2023-11-06,주식등의대량보유상황보고서(일반),이수훈
2023-11-06,임원ㆍ주요주주특정증권등소유상황보고서,이준호
2023-11-06,임원ㆍ주요주주특정증권등소유상황보고서,이수훈
2023-10-24,대표이사변경,덕산하이메탈
2023-10-24,임시주주총회결과,덕산하이메탈
2023-10-24,[기재정정]의결권대리행사권유참고서류,덕산하이메탈
2023-10-24,[기재정정]주주총회소집공고,덕산하이메탈
2023-09-11,주주명부폐쇄기간또는기준일설정,덕산하이메탈
2023-09-11,주주총회소집결의(임시주주총회),덕산하이메탈
2023-08-14,반기보고서 (2023.06),덕산하이메탈
2023-05-12,분기보고서 (2023.03),덕산하이메탈
2023-03-31,기타경영사항(자율공시)(영업양수도 계약체결),덕산하이메탈
2023-03-30,사외이사의선임ㆍ해임또는중도퇴임에관한신고,덕산하이메탈
2023-03-30,정기주주총회결과,덕산하이메탈
2023-03-22,사업보고서 (2022.12),덕산하이메탈
2023-03-22,감사보고서제출,덕산하이메탈
2023-03-13,기업설명회(IR)개최,덕산하이메탈
2023-03-13,의결권대리행사권유참고서류,덕산하이메탈
2023-03-13,주주총회소집공고,덕산하이메탈
2023-02-15,주주총회집중일개최사유신고,덕산하이메탈
2023-02-15,주주총회소집결의,덕산하이메탈
2023-02-14,기업설명회(IR)개최,덕산하이메탈
2023-02-13,매출액또는손익구조30%(대규모법인은15%)이상변동,덕산하이메탈
2022-12-15,주주명부폐쇄기간또는기준일설정,덕산하이메탈
2022-11-14,기업설명회(IR)개최,덕산하이메탈
2022-11-11,분기보고서 (2022.09),덕산하이메탈
2022-08-22,기업설명회(IR)개최,덕산하이메탈
2022-08-16,반기보고서 (2022.06),덕산하이메탈
2022-08-03,임시주주총회결과,덕산하이메탈
2022-07-18,주주총회소집공고,덕산하이메탈
2022-07-13,의결권대리행사권유참고서류,덕산하이메탈
2022-07-11,기업설명회(IR)개최,덕산하이메탈
2022-07-07,신규시설투자등(자율공시),덕산하이메탈
2022-06-21,주주총회소집결의,덕산하이메탈
2022-06-21,주주명부폐쇄기간또는기준일설정,덕산하이메탈
2022-05-17,기업설명회(IR)개최,덕산하이메탈
2022-05-13,분기보고서 (2022.03),덕산하이메탈
2022-05-10,주식등의대량보유상황보고서(일반),이준호
2022-05-10,임원ㆍ주요주주특정증권등소유상황보고서,이창현
2022-05-10,임원ㆍ주요주주특정증권등소유상황보고서,김윤철
2022-05-10,임원ㆍ주요주주특정증권등소유상황보고서,이수훈
2022-05-10,임원ㆍ주요주주특정증권등소유상황보고서,이준호
2022-05-10,임원ㆍ주요주주특정증권등소유상황보고서,덕산홀딩스
2022-04-13,권리락(무상증자),코스닥시장본부
2022-04-12,기업설명회(IR)개최,덕산하이메탈
2022-03-31,정기주주총회결과,덕산하이메탈
2022-03-31,대표이사변경,덕산하이메탈
2022-03-30,주요사항보고서(무상증자결정),덕산하이메탈
2022-03-30,주권매매거래정지(무상증자),코스닥시장본부
2022-03-28,[기재정정]사업보고서 (2021.12),덕산하이메탈
2022-03-23,감사보고서제출,덕산하이메탈
2022-03-21,기업설명회(IR)개최,덕산하이메탈
2022-03-16,주주총회소집공고,덕산하이메탈
2022-03-16,[기재정정]의결권대리행사권유참고서류,덕산하이메탈
2022-03-08,기업설명회(IR)개최,덕산하이메탈
2022-02-23,기업설명회(IR)개최,덕산하이메탈
2022-02-23,매출액또는손익구조30%(대규모법인은15%)이상변동,덕산하이메탈
2022-02-23,주주총회집중일개최사유신고,덕산하이메탈
2022-02-23,주주총회소집결의,덕산하이메탈
2022-02-14,임원ㆍ주요주주특정증권등소유상황보고서,김윤철
2022-01-26,임원ㆍ주요주주특정증권등소유상황보고서,김윤철
2022-01-17,자기주식처분결과보고서,덕산하이메탈
2022-01-14,주요사항보고서(자기주식처분결정),덕산하이메탈
2022-01-03,기업설명회(IR)개최,덕산하이메탈
2021-12-16,주주명부폐쇄기간또는기준일설정,덕산하이메탈
2021-12-06,기업설명회(IR)개최,덕산하이메탈
2021-11-15,기업설명회(IR)개최,덕산하이메탈
2021-11-15,분기보고서 (2021.09),덕산하이메탈
2021-10-12,임원ㆍ주요주주특정증권등소유상황보고서,이수훈
2021-08-31,대표이사변경,덕산하이메탈
2021-08-23,임원ㆍ주요주주특정증권등소유상황보고서,김길연
2021-08-17,반기보고서 (2021.06),덕산하이메탈
2021-06-30,임원ㆍ주요주주특정증권등소유상황보고서,김길연
2021-06-07,기업설명회(IR)개최,덕산하이메탈
2021-05-26,임원ㆍ주요주주특정증권등소유상황보고서,이수훈
2021-05-26,주식등의대량보유상황보고서(일반),이준호
2021-05-17,분기보고서 (2021.03),덕산하이메탈
2021-04-30,소속부변경,코스닥시장본부
2021-04-05,주식등의대량보유상황보고서(약식),국민연금공단
2021-03-26,정기주주총회결과,덕산하이메탈
2021-03-18,사업보고서 (2020.12),덕산하이메탈
2021-03-18,감사보고서제출,덕산하이메탈
2021-03-17,기업설명회(IR)개최,덕산하이메탈
2021-03-11,주주총회소집공고,덕산하이메탈
2021-03-10,합병등종료보고서(자산양수도),덕산하이메탈
2021-03-10,[기재정정]주요사항보고서(타법인주식및출자증권양수결정),덕산하이메탈
2021-02-25,의결권대리행사권유참고서류,덕산하이메탈
2021-02-23,기업설명회(IR)개최,덕산하이메탈
2021-02-18,매출액또는손익구조30%(대규모법인은15%)이상변동,덕산하이메탈
2021-02-18,주주총회집중일개최사유신고,덕산하이메탈
2021-02-18,주주총회소집결의,덕산하이메탈
2021-02-04,자기주식처분결과보고서,덕산하이메탈
2021-02-03,주식등의대량보유상황보고서(일반),이준호
2021-02-02,주요사항보고서(자기주식처분결정),덕산하이메탈
2021-02-01,임원ㆍ주요주주특정증권등소유상황보고서,김길연
2021-01-26,임원ㆍ주요주주특정증권등소유상황보고서,김길연
2021-01-21,[기재정정]주식등의대량보유상황보고서(약식),디비자산운용
2021-01-11,주식매수선택권행사,덕산하이메탈
2021-01-05,주식등의대량보유상황보고서(약식),국민연금공단
2020-12-15,주주명부폐쇄기간또는기준일설정,덕산하이메탈
2020-11-24,기업설명회(IR)개최,덕산하이메탈
2020-11-13,분기보고서 (2020.09),덕산하이메탈
2020-10-13,기업설명회(IR)개최,덕산하이메탈
2020-10-13,기업설명회(IR)개최,덕산하이메탈
2020-10-13,임원ㆍ주요주주특정증권등소유상황보고서,김윤철
2020-10-13,주식등의대량보유상황보고서(일반),이준호
2020-08-14,반기보고서 (2020.06),덕산하이메탈
2020-05-13,기업설명회(IR)개최,덕산하이메탈
2020-05-11,분기보고서 (2020.03),덕산하이메탈
2020-03-30,사업보고서 (2019.12),덕산하이메탈
2020-03-20,사외이사의선임ㆍ해임또는중도퇴임에관한신고,덕산하이메탈
2020-03-20,정기주주총회결과,덕산하이메탈
2020-03-12,감사보고서제출,덕산하이메탈
2020-03-05,주주총회소집공고,덕산하이메탈
2020-02-27,의결권대리행사권유참고서류,덕산하이메탈
2020-02-20,주주총회집중일개최사유신고,덕산하이메탈
2020-02-20,주주총회소집결의,덕산하이메탈
2020-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동,덕산하이메탈
2020-01-29,주식등의대량보유상황보고서(약식),디비자산운용
2020-01-06,주식등의대량보유상황보고서(약식),국민연금공단
2019-12-13,주주명부폐쇄기간또는기준일설정,덕산하이메탈
2019-11-19,주식등의대량보유상황보고서(약식),디비자산운용
2019-11-19,기업설명회(IR)개최,덕산하이메탈
2019-11-13,분기보고서 (2019.09),덕산하이메탈
2019-08-14,반기보고서 (2019.06),덕산하이메탈
2019-08-06,대표이사변경,덕산하이메탈
2019-08-06,임시주주총회결과,덕산하이메탈
2019-07-22,주주총회소집공고,덕산하이메탈
2019-07-03,주식등의대량보유상황보고서(약식),국민연금공단
2019-06-25,주주명부폐쇄기간또는기준일설정,덕산하이메탈
