날짜,공시_제목,공시자
2024-11-14,분기보고서 (2024.09),케이엘넷
2024-10-18,주요사항보고서(자기주식취득신탁계약체결결정),케이엘넷
2024-10-18,신탁계약해지결과보고서,케이엘넷
2024-08-14,반기보고서 (2024.06),케이엘넷
2024-05-14,분기보고서 (2024.03),케이엘넷
2024-04-09,[기재정정]정기주주총회결과              ,케이엘넷
2024-04-08,자기주식처분결과보고서,케이엘넷
2024-04-01,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이엘넷
2024-04-01,주식매수선택권부여에관한신고,케이엘넷
2024-04-01,주요사항보고서(자기주식처분결정),케이엘넷
2024-03-29,대표이사변경              ,케이엘넷
2024-03-21,사업보고서 (2023.12),케이엘넷
2024-03-21,감사보고서제출              ,케이엘넷
2024-03-15,[기재정정]주주총회소집공고,케이엘넷
2024-03-15,[기재정정]의결권대리행사권유참고서류,케이엘넷
2024-02-21,현금ㆍ현물배당결정              ,케이엘넷
2024-02-21,주주총회소집결의              ,케이엘넷
2024-02-21,주주총회집중일개최사유신고              ,케이엘넷
2024-01-17,신탁계약에의한취득상황보고서,케이엘넷
2023-12-15,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,케이엘넷
2023-12-15,주주명부폐쇄기간또는기준일설정,케이엘넷
2023-11-14,분기보고서 (2023.09),케이엘넷
2023-10-16,주요사항보고서(자기주식취득신탁계약체결결정),케이엘넷
2023-08-14,반기보고서 (2023.06),케이엘넷
2023-05-15,분기보고서 (2023.03),케이엘넷
2023-04-05,[기재정정]현금ㆍ현물배당결정,케이엘넷
2023-04-05,자기주식처분결과보고서,케이엘넷
2023-03-31,정기주주총회결과,케이엘넷
2023-03-31,주요사항보고서(자기주식처분결정),케이엘넷
2023-03-23,사업보고서 (2022.12),케이엘넷
2023-03-23,감사보고서제출,케이엘넷
2023-03-15,주주총회소집공고,케이엘넷
2023-02-22,주주총회집중일개최사유신고,케이엘넷
2023-02-22,주주총회소집결의,케이엘넷
2022-12-16,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,케이엘넷
2022-12-16,주주명부폐쇄기간또는기준일설정,케이엘넷
2022-11-14,분기보고서 (2022.09),케이엘넷
2022-09-01,임원ㆍ주요주주특정증권등소유상황보고서,서영석
2022-08-16,반기보고서 (2022.06),케이엘넷
2022-05-16,분기보고서 (2022.03),케이엘넷
2022-04-07,자기주식처분결과보고서,케이엘넷
2022-04-07,[기재정정]현금ㆍ현물배당결정,케이엘넷
2022-03-31,정기주주총회결과,케이엘넷
2022-03-31,주요사항보고서(자기주식처분결정),케이엘넷
2022-03-31,사외이사의선임ㆍ해임또는중도퇴임에관한신고,케이엘넷
2022-03-23,사업보고서 (2021.12),케이엘넷
2022-03-23,감사보고서제출,케이엘넷
2022-03-16,주주총회소집공고,케이엘넷
2022-02-24,주주총회집중일개최사유신고,케이엘넷
2022-02-24,주주총회소집결의,케이엘넷
2022-02-24,매출액또는손익구조30%(대규모법인은15%)이상변동,케이엘넷
2021-12-16,주주명부폐쇄기간또는기준일설정,케이엘넷
2021-11-15,분기보고서 (2021.09),케이엘넷
2021-08-17,반기보고서 (2021.06),케이엘넷
2021-05-14,분기보고서 (2021.03),케이엘넷
2021-04-06,자기주식처분결과보고서,케이엘넷
2021-03-31,주요사항보고서(자기주식처분결정),케이엘넷
2021-03-30,대표이사변경,케이엘넷
2021-03-26,정기주주총회결과,케이엘넷
2021-03-18,사업보고서 (2020.12),케이엘넷
2021-03-18,감사보고서제출,케이엘넷
2021-03-10,주주총회소집공고,케이엘넷
