날짜,공시_제목,공시자
2024-10-10,[기재정정]증권신고서(합병),소룩스
2024-10-10,주식등의대량보유상황보고서(약식),김복덕
2024-10-10,[기재정정]주요사항보고서(회사합병결정),소룩스
2024-10-10,주식등의대량보유상황보고서(일반),정재준
2024-09-19,불성실공시법인지정예고              (공시불이행 7건),코스닥시장본부
2024-09-11,[기재정정]주주총회소집결의              (임시주주총회),소룩스
2024-09-11,정정신고서제출요구( 2024.09.02. 제출 증권신고서(합병) ),금융감독원
2024-09-10,주식등의대량보유상황보고서(일반),정재준
2024-09-09,최대주주변경을수반하는주식담보제공계약해제ㆍ취소등              ,소룩스
2024-09-05,[기재정정]주식등의대량보유상황보고서(약식),김복덕
2024-09-05,[기재정정]주식등의대량보유상황보고서(약식),김복덕
2024-09-05,[기재정정]주식등의대량보유상황보고서(약식),김복덕
2024-09-05,[기재정정]주식등의대량보유상황보고서(약식),김복덕
2024-09-05,[기재정정]주식등의대량보유상황보고서(약식),김복덕
2024-08-27,정정신고서제출요구( 2024.08.19. 제출 증권신고서(합병) ),금융감독원
2024-08-20,[기재정정]최대주주변경을수반하는주식담보제공계약체결              ,소룩스
2024-08-16,주식등의대량보유상황보고서(일반),정재준
2024-08-14,주권매매거래정지해제              (우회상장 미해당),코스닥시장본부
2024-08-12,주주명부폐쇄기간또는기준일설정              ,소룩스
2024-08-09,주권매매거래정지              (우회상장여부 및 요건충족확인),코스닥시장본부
2024-08-08,반기보고서 (2024.06),소룩스
2024-07-30,임원ㆍ주요주주특정증권등소유상황보고서,신병호
2024-07-26,주식등의대량보유상황보고서(일반),정재준
2024-07-26,임원ㆍ주요주주특정증권등소유상황보고서,손창환
2024-07-25,임원ㆍ주요주주특정증권등소유상황보고서,정재준
2024-07-25,임원ㆍ주요주주특정증권등소유상황보고서,김복덕
2024-07-25,임원ㆍ주요주주특정증권등소유상황보고서,김지섭
2024-07-19,[기재정정]주요사항보고서(전환사채권발행결정),소룩스
2024-07-18,주식등의대량보유상황보고서(일반),정재준
2024-07-18,임원ㆍ주요주주특정증권등소유상황보고서,김근호
2024-07-18,전환청구권행사              ,소룩스
2024-07-18,[기재정정]주요사항보고서(제3자의전환사채매수선택권행사),소룩스
2024-07-16,전환청구권행사              ,소룩스
2024-07-16,주식등의대량보유상황보고서(일반),정재준
2024-07-15,임원ㆍ주요주주특정증권등소유상황보고서,김근호
2024-07-15,신주인수권행사              ,소룩스
2024-07-11,[기재정정]전환청구권행사              ,소룩스
2024-07-11,소속부변경              ,코스닥시장본부
2024-07-05,임원ㆍ주요주주특정증권등소유상황보고서,김근호
2024-07-05,주식등의대량보유상황보고서(일반),정재준
2024-07-05,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,김근호
2024-07-02,[기재정정]전환청구권행사              ,소룩스
2024-06-28,[기재정정]주요사항보고서(유형자산양수결정),소룩스
2024-06-28,[기재정정]전환청구권행사              (제1회차),소룩스
2024-06-28,[기재정정]전환청구권행사              (제1회차),소룩스
2024-06-28,[기재정정]전환청구권행사              (제1회차),소룩스
2024-06-27,주식등의대량보유상황보고서(약식),김근호
2024-06-27,[기재정정]주식등의대량보유상황보고서(일반),정재준
2024-06-27,[기재정정]주식등의대량보유상황보고서(일반),정재준
2024-06-27,주식등의대량보유상황보고서(약식),김근호
2024-06-27,[기재정정]주식등의대량보유상황보고서(일반),정재준
2024-06-27,[기재정정]주식등의대량보유상황보고서(일반),정재준
2024-06-27,[기재정정]주식등의대량보유상황보고서(일반),정재준
2024-06-27,주식등의대량보유상황보고서(일반),정재준
2024-06-24,임원ㆍ주요주주특정증권등소유상황보고서,송혁
2024-06-24,임원ㆍ주요주주특정증권등소유상황보고서,신병호
2024-05-24,사외이사의선임ㆍ해임또는중도퇴임에관한신고,소룩스
2024-05-16,분기보고서 (2024.03),소룩스
2024-05-08,임시주주총회결과              ,소룩스
2024-04-30,주권매매거래정지해제              (액면병합 주권 변경상장),코스닥시장본부
2024-04-24,[기재정정]의결권대리행사권유참고서류,소룩스
2024-04-24,[기재정정]주주총회소집공고,소룩스
2024-04-05,"주권매매거래정지              (주식의 병합, 분할 등 전자등록 변경, 말소)",코스닥시장본부
2024-03-29,[기재정정]주식매수선택권부여에관한신고,소룩스
2024-03-28,주주명부폐쇄기간또는기준일설정              ,소룩스
2024-03-28,[기재정정]주식병합결정              ,소룩스
2024-03-28,주주총회소집결의              ,소룩스
2024-03-28,정기주주총회결과              ,소룩스
2024-03-22,조회공시요구(현저한시황변동)에대한답변(중요정보없음)              ,소룩스
2024-03-21,조회공시요구(현저한시황변동)              ,코스닥시장본부
2024-03-20,[기재정정]사업보고서 (2023.12),소룩스
2024-03-20,감사보고서제출              ,소룩스
2024-03-19,임원ㆍ주요주주특정증권등소유상황보고서,손창환
2024-03-14,[기재정정]주주총회소집공고,소룩스
2024-03-13,주주총회소집결의              ,소룩스
2024-03-11,임원ㆍ주요주주특정증권등소유상황보고서,김복덕
2024-03-07,임원ㆍ주요주주특정증권등소유상황보고서,김복덕
2024-02-28,[기재정정]주요사항보고서(타법인주식및출자증권양수결정),소룩스
2024-02-27,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,김복덕
2024-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동              ,소룩스
2024-02-13,임원ㆍ주요주주특정증권등소유상황보고서,김복덕
2024-01-30,정정명령부과( 2023.12.28. 제출 주요사항보고서(타법인 주식 및 출자증권 양수결정) ),금융감독원
2024-01-18,타법인주식및출자증권취득결정,소룩스
2024-01-15,임원ㆍ주요주주특정증권등소유상황보고서,신병호
2024-01-10,임원ㆍ주요주주특정증권등소유상황보고서,김복덕
2024-01-03,임원ㆍ주요주주특정증권등소유상황보고서,김지섭
2024-01-03,임원ㆍ주요주주특정증권등소유상황보고서,송혁
2024-01-03,임원ㆍ주요주주특정증권등소유상황보고서,정재준
2023-12-27,증권발행결과(자율공시)(제2회차 CB),소룩스
2023-12-27,[기재정정]주요사항보고서(전환사채권발행결정),소룩스
2023-12-22,권리락(무상증자),코스닥시장본부
2023-12-15,주주명부폐쇄기간또는기준일설정,소룩스
2023-12-07,주주명부폐쇄기간또는기준일설정,소룩스
2023-12-07,주요사항보고서(무상증자결정),소룩스
2023-12-07,주권매매거래정지(무상증자),코스닥시장본부
2023-11-14,분기보고서 (2023.09),소룩스
2023-09-26,임시주주총회결과,소룩스
2023-09-11,주주총회소집공고,소룩스
2023-09-08,임원ㆍ주요주주특정증권등소유상황보고서,송혁
2023-09-08,주식등의대량보유상황보고서(약식),아리제1호투자조합
2023-08-17,주주명부폐쇄기간또는기준일설정,소룩스
2023-08-17,임시주주총회결과,소룩스
2023-08-17,주주총회소집결의(임시주주총회),소룩스
2023-08-14,반기보고서 (2023.06),소룩스
2023-08-02,주주총회소집공고,소룩스
2023-07-20,임원ㆍ주요주주특정증권등소유상황보고서,이필열
2023-07-10,[기재정정]주식등의대량보유상황보고서(약식),김복덕
2023-07-07,주주명부폐쇄기간또는기준일설정,소룩스
2023-07-07,임원ㆍ주요주주특정증권등소유상황보고서,정재준
2023-07-07,[기재정정]주요사항보고서(유상증자결정),소룩스
2023-07-07,주요사항보고서(타법인주식및출자증권양수결정),소룩스
2023-07-07,주주총회소집결의,소룩스
2023-07-06,임원ㆍ주요주주특정증권등소유상황보고서,김복덕
2023-07-03,주권매매거래정지해제(우회상장 미해당),코스닥시장본부
2023-07-03,증권발행결과(자율공시)(제1회차 BW),소룩스
