날짜,공시_제목,공시자
2024-08-30,[기재정정]신규시설투자등              ,올릭스
2024-08-28,기업설명회(IR)개최              ,올릭스
2024-08-13,반기보고서 (2024.06),올릭스
2024-08-09,주식등의대량보유상황보고서(일반),이동기
2024-07-30,불성실공시법인미지정              (지정유예),코스닥시장본부
2024-07-22,"기타경영사항(자율공시)              (전환우선주의 보통주 전환청구(제1회차, 제2회차))",올릭스
2024-07-12,불성실공시법인지정예고              (공시번복 2건),코스닥시장본부
2024-06-24,"투자판단관련주요경영사항              (건성 및 습성 황반변성 치료제 OLX301A, 습성황반변성 및 망막하섬유화증 치료제 OLX301D 기술이전 계약해지 및 권리 반환)",올릭스
2024-05-30,투자판단관련주요경영사항(임상시험계획변경승인)              (OLX75016비알코올성지방간염 치료제의 호주 제1상 임상시험 계획 변경승인),올릭스
2024-05-24,투자판단관련주요경영사항(임상시험계획변경승인신청)              (OLX75016(비알코올성지방간염 치료제)의 호주 제1상 임상시험 계획 변경승인 신청),올릭스
2024-05-14,분기보고서 (2024.03),올릭스
2024-05-03,기타경영사항(자율공시)              (전환우선주의 보통주 전환청구),올릭스
2024-04-25,"투자판단관련주요경영사항(임상시험결과)              (흉터 재건술 이후 재발 억제 보조요법으로서 OLX10010의 유효성 평가를 위한 무작위배정, 이중 맹검, 개체 내 비교, 위약 대조, 개념 검증, 2a상 임상시험 결과보고서(CSR) 수령)",올릭스
2024-04-02,주식등의대량보유상황보고서(일반),이동기
2024-03-28,정기주주총회결과              ,올릭스
2024-03-28,본점소재지변경              ,올릭스
2024-03-28,주식매수선택권부여에관한신고,올릭스
2024-03-22,증권발행결과(자율공시)              ,올릭스
2024-03-21,주요사항보고서(전환사채권발행결정),올릭스
2024-03-18,[기재정정]사업보고서 (2023.12),올릭스
2024-03-14,감사보고서제출              ,올릭스
2024-03-13,주주총회소집공고,올릭스
2024-02-29,기타시장안내              (연구개발 우수기업 매출액 특례적용 관련),코스닥시장본부
2024-02-27,[기재정정]주식매수선택권부여에관한신고,올릭스
2024-02-27,[기재정정]주식매수선택권부여에관한신고,올릭스
2024-02-27,주주총회소집결의              (정기주주총회),올릭스
2024-02-07,매출액또는손익구조30%(대규모법인은15%)이상변동              ,올릭스
2024-01-29,기업설명회(IR)개최,올릭스
2024-01-08,기타경영사항(자율공시)(전환우선주의 보통주 전환청구),올릭스
2023-12-20,투자판단관련주요경영사항(임상시험계획승인신청등결정)(OLX75016(비알코올성지방간염 치료제)의 호주 제1상 임상시험 계획 승인),올릭스
2023-12-20,주식등의대량보유상황보고서(약식),키움히어로제4호사모투자
2023-12-18,주식등의대량보유상황보고서(약식),아주IB투자
2023-12-15,증권발행결과(자율공시),올릭스
2023-12-15,전환사채(해외전환사채포함)발행후만기전사채취득,올릭스
2023-12-14,전환사채(해외전환사채포함)발행후만기전사채취득,올릭스
2023-12-13,주주명부폐쇄기간또는기준일설정,올릭스
2023-12-07,주요사항보고서(전환사채권발행결정),올릭스
2023-12-07,투자판단관련주요경영사항(GalNAc-asiRNA 기술을 이용한 Collaboration and License Agreement 관련 마일스톤 기술료 수령),올릭스
2023-11-30,기타경영사항(자율공시)(제2회차 전환우선주 전환가액 조정),올릭스
2023-11-30,기타경영사항(자율공시)(제1회차 전환우선주 전환가액 조정),올릭스
2023-11-27,투자판단관련주요경영사항(OLX301A 마일스톤 수령),올릭스
2023-11-23,임원ㆍ주요주주특정증권등소유상황보고서,박준현
2023-11-23,주식등의대량보유상황보고서(일반),이동기
2023-11-13,투자판단관련주요경영사항(임상시험계획승인신청)(OLX75016(비알코올성지방간염 치료제)의 호주 제1상 임상시험 계획 승인신청),올릭스
2023-11-13,분기보고서 (2023.09),올릭스
2023-11-01,주식등의대량보유상황보고서(약식),미래에셋자산운용
2023-10-05,주식등의대량보유상황보고서(약식),국민연금공단
2023-10-04,주식등의대량보유상황보고서(약식),미래에셋자산운용
2023-09-22,[기재정정]기타경영사항(자율공시)(전환우선주의 보통주 전환청구),올릭스
2023-09-22,[기재정정]기타경영사항(자율공시)(전환우선주의 보통주 전환청구),올릭스
2023-09-22,[기재정정]기타경영사항(자율공시)(전환우선주의 보통주 전환청구),올릭스
2023-08-31,기타경영사항(자율공시)(제2회차 전환우선주 전환가액 조정),올릭스
2023-08-31,기타경영사항(자율공시)(제1회차 전환우선주 전환가액 조정),올릭스
