날짜,공시_제목,공시자
2024-08-09,반기보고서 (2024.06),바이오인프라
2024-07-01,[기재정정]신규시설투자등              ,바이오인프라
2024-06-13,임원ㆍ주요주주특정증권등소유상황보고서,최윤호
2024-05-16,분기보고서 (2024.03),바이오인프라
2024-05-07,임원ㆍ주요주주특정증권등소유상황보고서,황규상
2024-04-03,임원ㆍ주요주주특정증권등소유상황보고서,황규상
2024-04-01,주식등의대량보유상황보고서(일반),이상득
2024-04-01,임원ㆍ주요주주특정증권등소유상황보고서,황규상
2024-03-29,임원ㆍ주요주주특정증권등소유상황보고서,황규상
2024-03-25,주식매수선택권부여에관한신고,바이오인프라
2024-03-25,정기주주총회결과              ,바이오인프라
2024-03-22,[기재정정]주주총회소집공고,바이오인프라
2024-03-15,[기재정정]사업보고서 (2023.12),바이오인프라
2024-03-15,감사보고서제출              ,바이오인프라
2024-03-11,의결권대리행사권유참고서류,바이오인프라
2024-03-08,임원ㆍ주요주주특정증권등소유상황보고서,박광규
2024-03-08,임원ㆍ주요주주특정증권등소유상황보고서,황규상
2024-03-08,주주총회소집결의              ,바이오인프라
2024-03-08,현금ㆍ현물배당결정              ,바이오인프라
2024-01-26,매출액또는손익구조30%(대규모법인은15%)이상변동,바이오인프라
2023-12-12,주주명부폐쇄기간또는기준일설정,바이오인프라
2023-11-14,분기보고서 (2023.09),바이오인프라
2023-08-11,반기보고서 (2023.06),바이오인프라
2023-05-15,분기보고서 (2023.03),바이오인프라
2023-05-11,[기재정정]타법인주식및출자증권취득결정,바이오인프라
2023-04-28,주식등의대량보유상황보고서(약식),김장현
2023-04-04,[기재정정]주식등의대량보유상황보고서(약식),오엔벤처투자
2023-03-31,사업보고서 (2022.12),바이오인프라
2023-03-28,정기주주총회결과,바이오인프라
2023-03-20,감사보고서제출,바이오인프라
2023-03-10,주주총회소집공고,바이오인프라
2023-03-09,임원ㆍ주요주주특정증권등소유상황보고서,이상득
2023-03-09,주식등의대량보유상황보고서(약식),김장현
2023-03-09,주식등의대량보유상황보고서(일반),이상득
2023-03-08,주주총회소집결의,바이오인프라
2023-03-07,주식등의대량보유상황보고서(약식),오엔벤처투자
2023-02-23,증권발행실적보고서,바이오인프라
2023-02-17,[기재정정]투자설명서,바이오인프라
2023-02-17,[기재정정]증권신고서(지분증권),바이오인프라
2022-11-21,철회신고서,바이오인프라
2022-11-17,투자설명서,바이오인프라
2022-11-16,[기재정정]증권신고서(지분증권),바이오인프라
2022-04-04,감사보고서 (2021.12),삼정회계법인
2021-03-31,감사보고서 (2020.12),세연회계법인
