날짜,공시_제목,공시자
2024-10-02,[기재정정]주주총회소집공고,나노브릭
2024-09-30,의결권대리행사권유참고서류,나노브릭
2024-09-30,[기재정정]주주총회소집결의              (임시주주총회),나노브릭
2024-09-19,전환사채(해외전환사채포함)발행후만기전사채취득              ,나노브릭
2024-08-29,주주명부폐쇄기간또는기준일설정              ,나노브릭
2024-08-28,[기재정정]주식등의대량보유상황보고서(일반),한양파트너스1호투자조합
2024-08-23,주식등의대량보유상황보고서(일반),주재현
2024-08-22,최대주주변경을수반하는주식양수도계약체결              ,나노브릭
2024-08-14,반기보고서 (2024.06),나노브릭
2024-08-12,단일판매ㆍ공급계약체결              ,나노브릭
2024-06-17,전환사채(해외전환사채포함)발행후만기전사채취득              ,나노브릭
2024-05-13,분기보고서 (2024.03),나노브릭
2024-04-05,주식등의대량보유상황보고서(일반),주재현
2024-03-27,사외이사의선임ㆍ해임또는중도퇴임에관한신고,나노브릭
2024-03-27,정기주주총회결과              ,나노브릭
2024-03-20,임원ㆍ주요주주특정증권등소유상황보고서,김희연
2024-03-19,주식등의대량보유상황보고서(약식),안다에이치자산운용
2024-03-19,사업보고서 (2023.12),나노브릭
2024-03-18,전환사채(해외전환사채포함)발행후만기전사채취득              ,나노브릭
2024-03-15,감사보고서제출              ,나노브릭
2024-03-15,파생상품거래손실발생              ,나노브릭
2024-03-11,주식등의대량보유상황보고서(일반),주재현
2024-03-11,임원ㆍ주요주주특정증권등소유상황보고서,주재현
2024-03-08,의결권대리행사권유참고서류,나노브릭
2024-03-08,주주총회소집공고,나노브릭
2024-02-29,주주총회소집결의              ,나노브릭
2024-02-29,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동              ,나노브릭
2024-02-29,주주총회집중일개최사유신고              ,나노브릭
2024-02-16,주식등의대량보유상황보고서(일반),주재현
2024-02-16,[기재정정]주요사항보고서(자기전환사채매도결정),나노브릭
2024-01-31,주식등의대량보유상황보고서(일반),주재현
2024-01-31,주요사항보고서(제3자의전환사채매수선택권행사),나노브릭
2024-01-29,주식등의대량보유상황보고서(일반),주재현
2024-01-05,주식등의대량보유상황보고서(일반),주재현
2023-12-14,주주명부폐쇄기간또는기준일설정,나노브릭
2023-11-14,분기보고서 (2023.09),나노브릭
2023-09-08,단일판매ㆍ공급계약체결,나노브릭
2023-08-31,임원ㆍ주요주주특정증권등소유상황보고서,조성윤
2023-08-31,임원ㆍ주요주주특정증권등소유상황보고서,김희연
2023-08-11,반기보고서 (2023.06),나노브릭
2023-07-14,[기재정정]사업보고서 (2022.12),나노브릭
2023-06-09,주식등의대량보유상황보고서(약식),안다에이치자산운용
2023-05-31,전환사채(해외전환사채포함)발행후만기전사채취득(제1회차),나노브릭
2023-05-23,단일판매ㆍ공급계약체결,나노브릭
2023-05-10,분기보고서 (2023.03),나노브릭
2023-05-03,[기재정정]주식등의대량보유상황보고서(일반),주재현
2023-04-03,임원ㆍ주요주주특정증권등소유상황보고서,주재현
2023-03-30,[기재정정]정기주주총회결과,나노브릭
2023-03-30,사외이사의선임ㆍ해임또는중도퇴임에관한신고,나노브릭
2023-03-17,감사보고서제출,나노브릭
2023-03-15,의결권대리행사권유참고서류,나노브릭
2023-03-15,주주총회소집공고,나노브릭
2023-03-07,자산재평가결과(자율공시),나노브릭
2023-02-27,주주총회소집결의,나노브릭
2023-02-27,주주총회집중일개최사유신고,나노브릭
2023-02-27,자산재평가실시결정(자율공시),나노브릭
2023-02-01,매출액또는손익구조30%(대규모법인은15%)이상변동,나노브릭
2023-01-20,임원ㆍ주요주주특정증권등소유상황보고서,홍성철
2022-12-26,임원ㆍ주요주주특정증권등소유상황보고서,주재현
2022-12-14,주주명부폐쇄기간또는기준일설정,나노브릭
2022-11-10,분기보고서 (2022.09),나노브릭
2022-11-09,임원ㆍ주요주주특정증권등소유상황보고서,주재현
