날짜,공시_제목,공시자
2024-09-11,유상증자또는주식관련사채등의청약결과(자율공시)              ,삼성FN리츠
2024-09-06,[기재정정]투자설명서(집합투자증권)(삼성에프엔위탁관리부동산투자회사주식회사),삼성FN리츠
2024-09-06,효력발생안내( 2024.9.5. 제출 증권신고서(집합투자증권-회사형) ),금융감독원
2024-09-05,[기재정정]증권신고서(집합투자증권-회사형)(삼성에프엔위탁관리부동산투자회사주식회사),삼성FN리츠
2024-09-05,[기재정정]주요사항보고서(유상증자결정),삼성FN리츠
2024-09-05,유상증자신주발행가액(안내공시)              ,삼성FN리츠
2024-09-04,매출액또는손익구조30%(대규모법인은15%)이상변경              ,삼성FN리츠
2024-09-02,대규모기업집단현황공시[분기별공시(개별회사용)],삼성FN리츠
2024-08-30,주식등의대량보유상황보고서(약식),이지스자산운용
2024-08-27,주식등의대량보유상황보고서(일반),삼성생명
2024-08-26,임원ㆍ주요주주특정증권등소유상황보고서,삼성화재해상보험
2024-08-26,임원ㆍ주요주주특정증권등소유상황보고서,삼성생명
2024-08-05,효력발생안내( 2024.8.2. 제출 증권신고서(집합투자증권-회사형) ),금융감독원
2024-08-02,유상증자신주발행가액(안내공시)              ,삼성FN리츠
2024-08-02,효력발생안내( 2024.7.22. 제출 증권신고서(집합투자증권-회사형) ),금융감독원
2024-08-01,주식등의대량보유상황보고서(약식),미래에셋자산운용
2024-07-25,부동산투자회사부동산임대              ,삼성FN리츠
2024-07-16,주주명부폐쇄기간또는기준일설정              ,삼성FN리츠
2024-07-12,정기주주총회결과              ,삼성FN리츠
2024-07-04,사업보고서 (2024.04),삼성FN리츠
2024-07-01,감사보고서제출              ,삼성FN리츠
2024-06-27,특수관계인으로부터부동산매수,삼성FN리츠
2024-06-27,특수관계인으로부터자금차입,삼성FN리츠
2024-06-27,특수관계인으로부터자금차입,삼성FN리츠
2024-06-27,특수관계인의유상증자참여,삼성FN리츠
2024-06-27,특수관계인의유상증자참여,삼성FN리츠
2024-06-27,특수관계인의유상증자참여,삼성FN리츠
2024-06-27,의결권대리행사권유참고서류,삼성FN리츠
2024-06-27,주주총회소집공고,삼성FN리츠
2024-06-26,주주명부폐쇄기간또는기준일설정              ,삼성FN리츠
2024-06-26,주주총회소집결의              ,삼성FN리츠
2024-06-26,부동산투자회사금전배당결정              ,삼성FN리츠
2024-06-26,주요사항보고서(유형자산양수결정),삼성FN리츠
2024-06-26,부동산투자회사부동산취득              ,삼성FN리츠
2024-06-26,부동산투자회사자금차입              ,삼성FN리츠
2024-06-04,매출액또는손익구조30%(대규모법인은15%)이상변경              ,삼성FN리츠
2024-05-31,대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],삼성FN리츠
2024-05-30,기업지배구조보고서공시              ,삼성FN리츠
2024-05-14,[기재정정]부동산투자회사부동산임대              ,삼성FN리츠
2024-04-19,정기주주총회결과              ,삼성FN리츠
2024-04-15,주주명부폐쇄기간또는기준일설정              ,삼성FN리츠
2024-04-11,사업보고서 (2024.01),삼성FN리츠
2024-04-08,감사보고서제출              ,삼성FN리츠
2024-04-05,부동산투자회사부동산임대              ,삼성FN리츠
2024-04-04,의결권대리행사권유참고서류,삼성FN리츠
2024-04-04,주주총회소집공고,삼성FN리츠
2024-03-28,주주총회소집결의              ,삼성FN리츠
2024-03-28,부동산투자회사금전배당결정              ,삼성FN리츠
2024-03-26,주식등의대량보유상황보고서(약식),미래에셋자산운용
2024-03-19,주식등의대량보유상황보고서(일반),삼성생명
2024-03-07,매출액또는손익구조30%(대규모법인은15%)이상변경              ,삼성FN리츠
2024-03-05,부동산투자회사부동산임대              ,삼성FN리츠
2024-02-29,대규모기업집단현황공시[분기별공시(개별회사용)],삼성FN리츠
2024-02-21,[기재정정]부동산투자회사부동산임대              ,삼성FN리츠
2024-02-21,[기재정정]부동산투자회사부동산임대              ,삼성FN리츠
2024-02-21,부동산투자회사부동산임대              ,삼성FN리츠
2024-02-15,부동산투자회사부동산임대              ,삼성FN리츠
2024-01-30,부동산투자회사자산관리위탁계약변경,삼성FN리츠
2024-01-26,정기주주총회결과,삼성FN리츠
2024-01-18,[첨부정정]사업보고서 (2023.10),삼성FN리츠
2024-01-15,감사보고서제출,삼성FN리츠
2024-01-11,의결권대리행사권유참고서류,삼성FN리츠
2024-01-11,주주총회소집공고,삼성FN리츠
2024-01-04,주주총회소집결의,삼성FN리츠
2024-01-04,부동산투자회사금전배당결정,삼성FN리츠
2023-12-21,부동산투자회사부동산임대,삼성FN리츠
2023-12-21,부동산투자회사부동산임대,삼성FN리츠
2023-12-21,부동산투자회사부동산임대,삼성FN리츠
2023-12-12,매출액또는손익구조30%(대규모법인은15%)이상변경,삼성FN리츠
2023-11-30,대규모기업집단현황공시[분기별공시(개별회사용)],삼성FN리츠
2023-11-17,기타안내사항(안내공시),삼성FN리츠
2023-11-17,기타안내사항(안내공시),삼성FN리츠
2023-11-17,부동산투자회사부동산임대,삼성FN리츠
2023-11-10,부동산투자회사부동산임대,삼성FN리츠
2023-11-10,부동산투자회사부동산임대,삼성FN리츠
2023-11-10,부동산투자회사부동산임대,삼성FN리츠
2023-10-27,정기주주총회결과,삼성FN리츠
2023-10-19,사업보고서 (2023.07),삼성FN리츠
2023-10-16,기업설명회(IR)개최(안내공시),삼성FN리츠
2023-10-16,감사보고서제출,삼성FN리츠
2023-10-12,의결권대리행사권유참고서류,삼성FN리츠
2023-10-12,주주총회소집공고,삼성FN리츠
2023-10-05,주주총회소집결의,삼성FN리츠
2023-10-05,부동산투자회사금전배당결정,삼성FN리츠
2023-10-05,부동산투자회사부동산임대,삼성FN리츠
2023-09-22,부동산투자회사부동산임대,삼성FN리츠
2023-09-12,매출액또는손익구조30%(대규모법인은15%)이상변경,삼성FN리츠
2023-08-31,대규모기업집단현황공시[분기별공시(개별회사용)],삼성FN리츠
2023-07-28,정기주주총회결과,삼성FN리츠
2023-07-24,부동산투자회사부동산임대,삼성FN리츠
2023-07-20,사업보고서 (2023.04),삼성FN리츠
2023-07-14,주식등의대량보유상황보고서(일반),삼성생명
2023-07-13,감사보고서제출,삼성FN리츠
2023-07-13,의결권대리행사권유참고서류,삼성FN리츠
2023-07-13,주주총회소집공고,삼성FN리츠
2023-07-06,주주총회소집결의,삼성FN리츠
2023-07-06,부동산투자회사금전배당결정,삼성FN리츠
2023-07-04,[기재정정]대규모기업집단현황공시[연1회공시및1/4분기용(개별회사)],삼성FN리츠
2023-06-12,매출액또는손익구조30%(대규모법인은15%)이상변경,삼성FN리츠
2023-05-11,부동산투자회사부동산임대,삼성FN리츠
2023-05-11,부동산투자회사부동산임대,삼성FN리츠
2023-04-26,정기주주총회결과,삼성FN리츠
2023-04-18,사업보고서 (2023.01),삼성FN리츠
2023-04-14,주식등의대량보유상황보고서(약식),한화생명
2023-04-14,주식등의대량보유상황보고서(일반),삼성생명
2023-04-14,임원ㆍ주요주주특정증권등소유상황보고서,삼성생명
2023-04-14,주식등의대량보유상황보고서(약식),교보생명보험
2023-04-14,임원ㆍ주요주주특정증권등소유상황보고서,삼성화재해상보험
2023-04-14,주식등의대량보유상황보고서(약식),새마을금고중앙회
2023-04-12,감사보고서제출,삼성FN리츠
2023-04-11,주주총회소집공고,삼성FN리츠
2023-04-10,[기재정정]증권발행실적보고서(집합투자증권)(삼성에프엔위탁관리부동산투자회사주식회사),삼성FN리츠
2023-04-10,주주총회소집결의,삼성FN리츠
2023-04-04,최대주주등의주식보유변동,삼성FN리츠
2023-03-27,[기재정정]투자설명서(집합투자증권)(삼성에프엔위탁관리부동산투자회사주식회사),삼성FN리츠
2023-03-27,효력발생안내( 2023.3.24. 제출 증권신고서(집합투자증권-회사형) ),금융감독원
