날짜,공시_제목,공시자
2024-10-11,임원ㆍ주요주주특정증권등소유상황보고서,유인태
2024-10-11,임원ㆍ주요주주특정증권등소유상황보고서,이철용
2024-10-11,임원ㆍ주요주주특정증권등소유상황보고서,우준열
2024-09-30,임원ㆍ주요주주특정증권등소유상황보고서,유인태
2024-08-14,반기보고서 (2024.06),모두투어
2024-08-09,주식등의대량보유상황보고서(일반),우종웅
2024-08-09,임원ㆍ주요주주특정증권등소유상황보고서,우준열
2024-08-02,임원ㆍ주요주주특정증권등소유상황보고서,정희용
2024-08-02,임원ㆍ주요주주특정증권등소유상황보고서,강민관
2024-08-02,임원ㆍ주요주주특정증권등소유상황보고서,이철용
2024-08-02,임원ㆍ주요주주특정증권등소유상황보고서,임채진
2024-08-02,임원ㆍ주요주주특정증권등소유상황보고서,최성민
2024-08-02,임원ㆍ주요주주특정증권등소유상황보고서,염경수
2024-08-02,임원ㆍ주요주주특정증권등소유상황보고서,조재광
2024-07-08,신탁계약에의한취득상황보고서,모두투어
2024-05-16,분기보고서 (2024.03),모두투어
2024-04-30,소속부변경              ,코스닥시장본부
2024-04-04,주요사항보고서(자기주식취득신탁계약체결결정),모두투어
2024-03-28,주식등의대량보유상황보고서(일반),우종웅
2024-03-22,정기주주총회결과              ,모두투어
2024-03-22,사외이사의선임ㆍ해임또는중도퇴임에관한신고,모두투어
2024-03-14,사업보고서 (2023.12),모두투어
2024-03-14,감사보고서제출              ,모두투어
2024-02-26,의결권대리행사권유참고서류,모두투어
2024-02-26,주주총회소집공고,모두투어
2024-02-21,주주총회집중일개최사유신고              ,모두투어
2024-02-21,주주총회소집결의              ,모두투어
2024-02-19,매출액또는손익구조30%(대규모법인은15%)이상변동              ,모두투어
2024-01-03,주식등의대량보유상황보고서(일반),우종웅
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,임채진
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,윤영숙
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,정희용
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,최성민
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,강민관
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,이철용
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,염경수
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,이대혁
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,유인태
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,우종웅
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,조재광
2024-01-02,임원ㆍ주요주주특정증권등소유상황보고서,우준열
2023-12-28,[기재정정]현금ㆍ현물배당결정,모두투어
2023-12-27,자기주식처분결과보고서,모두투어
2023-12-22,주요사항보고서(자기주식처분결정),모두투어
2023-12-14,임원ㆍ주요주주특정증권등소유상황보고서,강민관
2023-12-05,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,모두투어
2023-12-05,주주명부폐쇄기간또는기준일설정,모두투어
