날짜,공시_제목,공시자
2024-04-30,소속부변경              ,코스닥시장본부
2024-04-11,임원ㆍ주요주주특정증권등소유상황보고서,장도영
2024-03-29,임원ㆍ주요주주특정증권등소유상황보고서,김재철
2024-03-29,주식등의대량보유상황보고서(일반),김재철
2024-03-28,사외이사의선임ㆍ해임또는중도퇴임에관한신고,폴라리스AI파마
2024-03-28,상호변경안내              ,폴라리스AI파마
2024-03-28,대표이사변경              ,폴라리스AI파마
2024-03-28,정기주주총회결과              ,폴라리스AI파마
2024-03-27,주식등의대량보유상황보고서(일반),폴라리스오피스
2024-03-27,최대주주변경              ,폴라리스AI파마
2024-03-15,사업보고서 (2023.12),폴라리스AI파마
2024-03-15,감사보고서제출              ,폴라리스AI파마
2024-03-11,[기재정정]의결권대리행사권유참고서류,폴라리스AI파마
2024-03-11,[기재정정]주주총회소집공고,폴라리스AI파마
2024-03-08,주주총회소집결의              ,폴라리스AI파마
2024-03-05,주식등의대량보유상황보고서(일반),김재철
2024-02-29,[기재정정]최대주주변경을수반하는주식양수도계약체결              ,폴라리스AI파마
2024-02-29,주식등의대량보유상황보고서(일반),폴라리스오피스
2024-02-29,주요사항보고서(유상증자결정),폴라리스AI파마
2024-02-22,매출액또는손익구조30%(대규모법인은15%)이상변동              ,폴라리스AI파마
2024-02-22,현금ㆍ현물배당결정              ,폴라리스AI파마
2023-12-27,[기재정정]사업보고서 (2022.12),폴라리스AI파마
2023-12-26,[기재정정]사업보고서 (2021.12),폴라리스AI파마
2023-12-26,[기재정정]사업보고서 (2020.12),폴라리스AI파마
2023-12-26,[첨부정정]감사보고서제출(2021사업연도),폴라리스AI파마
2023-12-26,[첨부정정]감사보고서제출,폴라리스AI파마
2023-12-15,주주명부폐쇄기간또는기준일설정,폴라리스AI파마
2023-11-14,분기보고서 (2023.09),폴라리스AI파마
2023-09-21,임원ㆍ주요주주특정증권등소유상황보고서,장도영
2023-08-14,반기보고서 (2023.06),폴라리스AI파마
2023-05-12,[기재정정]분기보고서 (2023.03),폴라리스AI파마
2023-03-23,사외이사의선임ㆍ해임또는중도퇴임에관한신고,폴라리스AI파마
2023-03-23,정기주주총회결과,폴라리스AI파마
2023-03-15,감사보고서제출,폴라리스AI파마
2023-03-09,의결권대리행사권유참고서류,폴라리스AI파마
2023-03-08,주주총회소집공고,폴라리스AI파마
2023-03-07,주주총회소집결의,폴라리스AI파마
2023-03-06,현금ㆍ현물배당결정,폴라리스AI파마
2023-03-06,매출액또는손익구조30%(대규모법인은15%)이상변동,폴라리스AI파마
2022-12-15,주주명부폐쇄기간또는기준일설정,폴라리스AI파마
2022-11-11,분기보고서 (2022.09),폴라리스AI파마
2022-08-16,반기보고서 (2022.06),폴라리스AI파마
2022-07-06,기업설명회(IR)개최,폴라리스AI파마
2022-06-24,기업설명회(IR)개최,폴라리스AI파마
2022-05-13,분기보고서 (2022.03),폴라리스AI파마
2022-04-29,소속부변경,코스닥시장본부
2022-03-31,정기주주총회결과,폴라리스AI파마
2022-03-16,의결권대리행사권유참고서류,폴라리스AI파마
2022-03-15,주주총회소집공고,폴라리스AI파마
2022-03-15,주주총회소집결의,폴라리스AI파마
2022-03-15,주주총회집중일개최사유신고,폴라리스AI파마
2022-03-14,매출액또는손익구조30%(대규모법인은15%)이상변동,폴라리스AI파마
2022-03-14,현금ㆍ현물배당결정,폴라리스AI파마
2022-02-18,[기재정정]타법인주식및출자증권취득결정,폴라리스AI파마
2022-01-26,임원ㆍ주요주주특정증권등소유상황보고서,장도영
2021-12-15,주주명부폐쇄기간또는기준일설정,폴라리스AI파마
2021-11-19,소속부변경,코스닥시장본부
2021-11-15,분기보고서 (2021.09),폴라리스AI파마
2021-08-13,반기보고서 (2021.06),폴라리스AI파마
2021-05-14,분기보고서 (2021.03),폴라리스AI파마
2021-03-24,정기주주총회결과,폴라리스AI파마
2021-03-18,임원ㆍ주요주주특정증권등소유상황보고서,장도영
2021-03-17,[기재정정]의결권대리행사권유참고서류,폴라리스AI파마
2021-03-05,[기재정정]주주총회소집공고,폴라리스AI파마
2021-02-26,주주총회소집결의,폴라리스AI파마
2021-02-09,매출액또는손익구조30%(대규모법인은15%)이상변동,폴라리스AI파마
2021-02-09,현금ㆍ현물배당결정,폴라리스AI파마
2020-12-15,주주명부폐쇄기간또는기준일설정,폴라리스AI파마
2020-11-13,분기보고서 (2020.09),폴라리스AI파마
2020-08-27,조회공시요구(현저한시황변동)에대한답변(중요정보없음),폴라리스AI파마
2020-08-26,조회공시요구(현저한시황변동),코스닥시장본부
2020-08-07,반기보고서 (2020.06),폴라리스AI파마
2020-06-30,사외이사의선임ㆍ해임또는중도퇴임에관한신고,폴라리스AI파마
2020-05-15,분기보고서 (2020.03),폴라리스AI파마
2020-03-30,사업보고서 (2019.12),폴라리스AI파마
2020-03-24,정기주주총회결과,폴라리스AI파마
2020-03-24,사외이사의선임ㆍ해임또는중도퇴임에관한신고,폴라리스AI파마
2020-03-16,감사보고서제출,폴라리스AI파마
2020-03-11,[기재정정]주주총회소집공고,폴라리스AI파마
2020-03-06,의결권대리행사권유참고서류,폴라리스AI파마
2020-02-20,주주총회소집결의,폴라리스AI파마
2020-02-11,현금ㆍ현물배당결정,폴라리스AI파마
2020-02-11,매출액또는손익구조30%(대규모법인은15%)이상변동,폴라리스AI파마
2020-01-10,주식등의대량보유상황보고서(약식),한국증권금융
2019-12-16,주주명부폐쇄기간또는기준일설정,폴라리스AI파마
2019-11-14,분기보고서 (2019.09),폴라리스AI파마
2019-11-07,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,김병석
2019-08-14,반기보고서 (2019.06),폴라리스AI파마
2019-08-02,주식등의대량보유상황보고서(일반),김재철
2019-08-01,임원ㆍ주요주주특정증권등소유상황보고서,배선희
2019-08-01,임원ㆍ주요주주특정증권등소유상황보고서,김재철
2019-07-22,임원ㆍ주요주주특정증권등소유상황보고서,김재철
2019-05-15,분기보고서 (2019.03),폴라리스AI파마
2019-04-30,소속부변경,코스닥시장본부
2019-03-29,사업보고서 (2018.12),폴라리스AI파마
2019-03-27,사외이사의선임ㆍ해임또는중도퇴임에관한신고,폴라리스AI파마
2019-03-27,정기주주총회결과,폴라리스AI파마
2019-03-19,감사보고서제출,폴라리스AI파마
2019-03-08,의결권대리행사권유참고서류,폴라리스AI파마
2019-03-08,주주총회소집공고,폴라리스AI파마
2019-02-19,주주총회소집결의,폴라리스AI파마
2019-02-11,현금ㆍ현물배당결정,폴라리스AI파마
2019-02-11,매출액또는손익구조30%(대규모법인은15%)이상변동,폴라리스AI파마
