날짜,공시_제목,공시자
2024-08-13,반기보고서 (2024.06),팜스빌
2024-07-22,불성실공시법인미지정              (지정유예),코스닥시장본부
2024-07-10,불성실공시법인지정예고              (공시불이행),코스닥시장본부
2024-06-28,기타시장안내              (업종변경 안내),코스닥시장본부
2024-05-14,분기보고서 (2024.03),팜스빌
2024-03-29,정기주주총회결과              ,팜스빌
2024-03-26,주식등의대량보유상황보고서(일반),이병욱
2024-03-26,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,김선용
2024-03-25,[기재정정]임원ㆍ주요주주특정증권등소유상황보고서,이병욱
2024-03-21,[기재정정]사업보고서 (2023.12),팜스빌
2024-03-20,감사보고서제출              ,팜스빌
2024-03-18,신탁계약해지결과보고서,팜스빌
2024-03-14,[첨부정정]현금ㆍ현물배당결정              ,팜스빌
2024-03-14,주주총회소집공고,팜스빌
2024-03-13,주주총회집중일개최사유신고              ,팜스빌
2024-03-13,주주총회소집결의              ,팜스빌
2023-12-19,신탁계약에의한취득상황보고서,팜스빌
2023-12-14,주주명부폐쇄기간또는기준일설정,팜스빌
2023-11-13,분기보고서 (2023.09),팜스빌
2023-09-20,임원ㆍ주요주주특정증권등소유상황보고서,이병욱
2023-09-15,주요사항보고서(자기주식취득신탁계약체결결정),팜스빌
2023-08-14,반기보고서 (2023.06),팜스빌
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,이병욱
2023-05-15,분기보고서 (2023.03),팜스빌
2023-05-04,임원ㆍ주요주주특정증권등소유상황보고서,이병욱
2023-04-20,[기재정정]사업보고서 (2022.12),팜스빌
2023-03-30,정기주주총회결과,팜스빌
2023-03-22,[첨부정정]감사보고서제출,팜스빌
2023-03-14,주주총회소집공고,팜스빌
2023-03-13,주주총회집중일개최사유신고,팜스빌
2023-03-13,현금ㆍ현물배당결정,팜스빌
2023-03-13,주주총회소집결의,팜스빌
2023-02-06,매출액또는손익구조30%(대규모법인은15%)이상변동,팜스빌
2022-12-13,주주명부폐쇄기간또는기준일설정,팜스빌
2022-11-14,분기보고서 (2022.09),팜스빌
2022-08-16,반기보고서 (2022.06),팜스빌
2022-05-16,분기보고서 (2022.03),팜스빌
2022-04-29,소속부변경,코스닥시장본부
2022-03-25,정기주주총회결과,팜스빌
2022-03-18,[첨부추가]사업보고서 (2021.12),팜스빌
2022-03-17,감사보고서제출,팜스빌
2022-03-10,주주총회소집공고,팜스빌
2022-02-11,주주총회집중일개최사유신고,팜스빌
2022-02-11,현금ㆍ현물배당결정,팜스빌
2022-02-11,주주총회소집결의,팜스빌
2022-02-04,매출액또는손익구조30%(대규모법인은15%)이상변동,팜스빌
2021-12-15,주주명부폐쇄기간또는기준일설정,팜스빌
2021-11-12,분기보고서 (2021.09),팜스빌
2021-09-13,조회공시요구(현저한시황변동)에대한답변(중요정보없음),팜스빌
2021-09-10,조회공시요구(현저한시황변동),코스닥시장본부
2021-08-13,반기보고서 (2021.06),팜스빌
2021-05-17,분기보고서 (2021.03),팜스빌
2021-04-30,소속부변경,코스닥시장본부
2021-03-26,정기주주총회결과,팜스빌
2021-03-19,사업보고서 (2020.12),팜스빌
2021-03-18,[첨부정정]감사보고서제출,팜스빌
2021-03-11,주주총회소집공고,팜스빌
2021-02-10,현금ㆍ현물배당결정,팜스빌
2021-02-10,주주총회소집결의,팜스빌
2021-02-10,주주총회집중일개최사유신고,팜스빌
2021-02-05,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,팜스빌
2020-12-16,주주명부폐쇄기간또는기준일설정,팜스빌
2020-11-06,분기보고서 (2020.09),팜스빌
2020-10-05,신탁계약해지결과보고서,팜스빌
2020-09-28,주요사항보고서(자기주식취득신탁계약해지결정),팜스빌
2020-08-14,반기보고서 (2020.06),팜스빌
2020-06-29,신탁계약에의한취득상황보고서,팜스빌
2020-05-14,분기보고서 (2020.03),팜스빌
2020-05-08,영업(잠정)실적(공정공시),팜스빌
2020-03-30,사업보고서 (2019.12),팜스빌
2020-03-27,정기주주총회결과,팜스빌
2020-03-26,주요사항보고서(자기주식취득신탁계약체결결정),팜스빌
2020-03-24,주식등의대량보유상황보고서(일반),이병욱
2020-03-19,감사보고서제출,팜스빌
2020-03-11,주주총회소집공고,팜스빌
2020-02-14,주주총회집중일개최사유신고,팜스빌
2020-02-14,주주총회소집결의,팜스빌
2020-02-07,현금ㆍ현물배당결정,팜스빌
2020-02-07,매출액또는손익구조30%(대규모법인은15%)이상변동,팜스빌
2020-02-07,본점소재지변경,팜스빌
2019-12-13,주주명부폐쇄기간또는기준일설정,팜스빌
2019-12-05,타법인주식및출자증권취득결정(자율공시),팜스빌
2019-11-13,연결재무제표기준영업(잠정)실적(공정공시),팜스빌
2019-10-29,임원ㆍ주요주주특정증권등소유상황보고서,조현철
2019-10-29,임원ㆍ주요주주특정증권등소유상황보고서,김선용
2019-10-29,임원ㆍ주요주주특정증권등소유상황보고서,이병욱
2019-10-29,주식등의대량보유상황보고서(일반),이병욱
2019-10-15,증권발행실적보고서,팜스빌
2019-10-07,[기재정정]투자설명서,팜스빌
2019-10-07,[발행조건확정]증권신고서(지분증권),팜스빌
2019-04-05,연결감사보고서 (2018.12),한울회계법인
2019-04-05,감사보고서 (2018.12),한울회계법인
