날짜,공시_제목,공시자
2024-08-02,[기재정정]주주총회소집결의              (임시주주총회),올리패스
2024-08-02,주권매매거래정지              (자본감소),코스닥시장본부
2024-08-02,주요사항보고서(감자결정),올리패스
2024-07-25,소송등의판결ㆍ결정              (신주발행금지 등 임시의 지위를 구하는 가처분),올리패스
2024-07-11,[기재정정]주요사항보고서(유상증자결정),올리패스
2024-06-28,기타시장안내              (업종변경 안내),코스닥시장본부
2024-06-26,주식등의대량보유상황보고서(일반),정신
2024-06-25,주식등의대량보유상황보고서(일반),인베스트 파트너스1호조합
2024-06-19,[기재정정]최대주주변경              ,올리패스
2024-06-18,기타시장안내(최대주주의의무보유관련)              ,코스닥시장본부
2024-06-18,증권발행결과(자율공시)              (제3자배정 유상증자),올리패스
2024-06-10,주식등의대량보유상황보고서(일반),팔달10구역임대아파트
2024-06-05,주주명부폐쇄기간또는기준일설정              ,올리패스
2024-05-31,주요사항보고서(소송등의제기),올리패스
2024-05-29,소송등의판결ㆍ결정              (신주발행금지 등 임시의 지위를 구하는 가처분),올리패스
2024-05-29,증권발행결과(자율공시)              (제10회차 CB),올리패스
2024-05-28,[기재정정]주요사항보고서(전환사채권발행결정),올리패스
2024-05-27,[기재정정]채무인수결정              ,올리패스
2024-05-27,주요사항보고서(유형자산양수결정),올리패스
2024-05-23,[기재정정]주요사항보고서(전환사채권발행결정),올리패스
2024-05-21,임시주주총회결과              ,올리패스
2024-05-16,분기보고서 (2024.03),올리패스
2024-05-13,주요사항보고서(소송등의제기),올리패스
2024-05-03,의결권대리행사권유참고서류,올리패스
2024-05-03,주주총회소집공고,올리패스
2024-04-26,[기재정정]주주총회소집결의              (임시주주총회),올리패스
2024-03-28,정기주주총회결과              ,올리패스
2024-03-28,주식등의대량보유상황보고서(일반),손형석
2024-03-27,주주명부폐쇄기간또는기준일설정              ,올리패스
2024-03-21,증권발행결과(자율공시)              (제13회차 CB),올리패스
2024-03-20,사업보고서 (2023.12),올리패스
2024-03-19,감사보고서제출              ,올리패스
2024-03-19,[기재정정]주요사항보고서(전환사채권발행결정),올리패스
2024-03-14,[기재정정]주주총회소집공고,올리패스
2024-03-13,의결권대리행사권유참고서류,올리패스
2024-03-12,내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생              ,올리패스
2024-03-12,증권발행결과(자율공시)              (제11회차 CB),올리패스
2024-03-12,기타시장안내(관리종목지정우려종목)              ,코스닥시장본부
2024-03-12,주주총회소집결의              ,올리패스
2024-03-11,[기재정정]주요사항보고서(전환사채권발행결정),올리패스
2024-02-22,임시주주총회결과              ,올리패스
2024-02-20,불성실공시법인지정              (공시변경),코스닥시장본부
2024-02-06,의결권대리행사권유참고서류,올리패스
2024-02-06,주주총회소집공고,올리패스
2024-02-05,[기재정정]주주총회소집결의              (임시주주총회),올리패스
2024-01-25,불성실공시법인지정예고(공시변경),코스닥시장본부
2024-01-05,주주명부폐쇄기간또는기준일설정(임시주주총회),올리패스
2023-12-13,주주명부폐쇄기간또는기준일설정,올리패스
2023-11-14,분기보고서 (2023.09),올리패스
2023-10-16,투자판단관련주요경영사항(신약 공동연구개발 연구개발비 수령),올리패스
2023-09-18,증권발행결과(자율공시)(제3자배정 유상증자-전환우선주),올리패스
2023-09-14,[기재정정]주요사항보고서(유상증자결정),올리패스
2023-09-05,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-09-05,주식등의대량보유상황보고서(일반),정신
2023-08-22,투자판단관련주요경영사항(호흡기질환 바이러스 치료제 개발을 위한 기술이전 및 연구개발 협력 계약 체결),올리패스
2023-08-14,반기보고서 (2023.06),올리패스
2023-08-14,반기검토(감사)의견부적정등사실확인(자본잠식률100분의50이상또는자기자본10억원미만포함),올리패스
2023-07-27,주식등의대량보유상황보고서(일반),정신
2023-07-27,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-07-07,주식등의대량보유상황보고서(일반),정신
2023-07-05,주식등의대량보유상황보고서(일반),정신
2023-06-30,투자판단관련주요경영사항(신약 공동연구개발 연구개발비 수령),올리패스
2023-06-26,주식등의대량보유상황보고서(일반),정신
2023-06-26,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-06-14,주식등의대량보유상황보고서(약식),상상인저축은행
2023-06-14,주식등의대량보유상황보고서(일반),정신
2023-06-14,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-06-05,주식등의대량보유상황보고서(일반),정신
2023-06-05,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-05-22,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-05-22,주식등의대량보유상황보고서(일반),정신
2023-05-15,분기보고서 (2023.03),올리패스
2023-05-08,주식등의대량보유상황보고서(일반),정신
2023-05-08,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-04-25,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-04-25,주식등의대량보유상황보고서(일반),정신
2023-04-14,주식등의대량보유상황보고서(일반),정신
2023-04-05,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-04-04,주식등의대량보유상황보고서(일반),정신
2023-04-03,투자판단관련주요경영사항(신약 공동연구개발 연구개발비 수령),올리패스
2023-03-28,정기주주총회결과,올리패스
2023-03-28,주식매수선택권부여에관한신고,올리패스
2023-03-20,사업보고서 (2022.12),올리패스
2023-03-16,감사보고서제출,올리패스
2023-03-13,[첨부정정]의결권대리행사권유참고서류,올리패스
2023-03-13,주주총회소집공고,올리패스
2023-03-06,임원ㆍ주요주주특정증권등소유상황보고서,정신
2023-03-06,주식등의대량보유상황보고서(일반),정신
2023-02-27,매출액또는손익구조30%(대규모법인은15%)이상변동,올리패스
2023-02-27,주주총회소집결의,올리패스
2023-02-01,주식등의대량보유상황보고서(일반),정신
2023-01-04,임원ㆍ주요주주특정증권등소유상황보고서,조현주
2023-01-02,주식등의대량보유상황보고서(일반),정신
2022-12-27,주식등의대량보유상황보고서(일반),정신
2022-12-27,임원ㆍ주요주주특정증권등소유상황보고서,이한용
2022-12-27,임원ㆍ주요주주특정증권등소유상황보고서,김재현
2022-12-20,전환사채(해외전환사채포함)발행후만기전사채취득(제9회차),올리패스
2022-12-19,증권발행결과(자율공시)(제3자배정 유상증자-전환우선주),올리패스
2022-12-19,주식등의대량보유상황보고서(일반),정신
2022-12-13,주주명부폐쇄기간또는기준일설정,올리패스
2022-12-09,주요사항보고서(유상증자결정),올리패스
2022-12-07,주식등의대량보유상황보고서(일반),정신
2022-11-23,주식등의대량보유상황보고서(일반),정신
2022-11-14,분기보고서 (2022.09),올리패스
2022-11-03,주식등의대량보유상황보고서(일반),정신
2022-10-25,임원ㆍ주요주주특정증권등소유상황보고서,정신
2022-10-25,주식등의대량보유상황보고서(일반),정신
2022-09-30,투자판단관련주요경영사항(OliPass PNA 플랫폼 기술 기반 희귀질환 치료제 및 면역항암제 관련 치료제 개발을 위한 Vanda 제약과 신약 공동연구개발 계약 체결),올리패스
2022-09-27,임원ㆍ주요주주특정증권등소유상황보고서,김재현
2022-09-27,임원ㆍ주요주주특정증권등소유상황보고서,이한용
2022-09-27,주식등의대량보유상황보고서(일반),정신
2022-09-27,임원ㆍ주요주주특정증권등소유상황보고서,정신
2022-09-20,전환사채(해외전환사채포함)발행후만기전사채취득(제9회차),올리패스
2022-08-26,주식등의대량보유상황보고서(일반),정신
2022-08-16,반기보고서 (2022.06),올리패스
2022-08-09,"투자판단관련주요경영사항(고관절/슬관절염으로 인한 중등증 이상의 통증을 수반한 환자에게서 OLP-1002 피하주사의 안전성, 내약성, 약동학 평가를 위한 임상 2a상 2단계 시험 계획 승인)",올리패스
2022-08-09,임원ㆍ주요주주특정증권등소유상황보고서,정신
2022-08-09,주식등의대량보유상황보고서(일반),정신
2022-07-29,주식등의대량보유상황보고서(일반),정신
2022-07-13,"투자판단관련주요경영사항(고관절/슬관절염으로 인한 중등증 이상의 통증을 수반한 환자에게서 OLP-1002 피하주사의 안전성, 내약성, 약동학 평가를 위한 1, 2단계 임상 2a상 시험 (시험 계획 변경 신청))",올리패스
2022-06-27,주식등의대량보유상황보고서(일반),정신
2022-06-27,임원ㆍ주요주주특정증권등소유상황보고서,이한용
2022-06-27,임원ㆍ주요주주특정증권등소유상황보고서,김재현
2022-06-23,임원ㆍ주요주주특정증권등소유상황보고서,Kim Nicholas YoungRae
2022-06-20,임원ㆍ주요주주특정증권등소유상황보고서,김회천
2022-06-20,전환사채(해외전환사채포함)발행후만기전사채취득(제9회차),올리패스
2022-06-07,기업설명회(IR)개최,올리패스
2022-06-07,주식등의대량보유상황보고서(일반),정신
2022-05-16,분기보고서 (2022.03),올리패스
2022-05-11,주식등의대량보유상황보고서(일반),정신
2022-03-29,정기주주총회결과,올리패스
2022-03-21,사업보고서 (2021.12),올리패스
2022-03-21,전환사채(해외전환사채포함)발행후만기전사채취득(제9회차),올리패스
2022-03-18,[첨부정정]감사보고서제출(2021사업연도),올리패스
2022-03-14,[기재정정]감사보고서제출,올리패스
2022-03-14,의결권대리행사권유참고서류,올리패스
2022-03-14,주주총회소집공고,올리패스
