날짜,공시_제목,공시자
2024-03-29,정기주주총회결과              ,키움제6호스팩
2024-03-20,사업보고서 (2023.12),키움제6호스팩
2024-03-20,감사보고서제출              ,키움제6호스팩
2024-03-13,주주총회소집공고,키움제6호스팩
2024-02-28,주주총회집중일개최사유신고              ,키움제6호스팩
2024-02-28,주주총회소집결의              ,키움제6호스팩
2024-02-14,매출액또는손익구조30%(대규모법인은15%)이상변동              ,키움제6호스팩
2023-11-27,주식등의대량보유상황보고서(약식),하우자산운용
2023-11-13,분기보고서 (2023.09),키움제6호스팩
2023-08-11,반기보고서 (2023.06),키움제6호스팩
2023-06-09,주식등의대량보유상황보고서(약식),라이프자산운용
2023-05-12,분기보고서 (2023.03),키움제6호스팩
2023-03-31,정기주주총회결과,키움제6호스팩
2023-03-21,사업보고서 (2022.12),키움제6호스팩
2023-03-10,감사보고서제출,키움제6호스팩
2023-02-28,주주총회집중일개최사유신고,키움제6호스팩
2023-02-28,주주총회소집결의,키움제6호스팩
2023-01-18,매출액또는손익구조30%(대규모법인은15%)이상변동,키움제6호스팩
2022-12-14,주주명부폐쇄기간또는기준일설정,키움제6호스팩
2022-11-11,분기보고서 (2022.09),키움제6호스팩
2022-10-17,임시주주총회결과,키움제6호스팩
2022-10-17,기업인수목적회사의임원사임,키움제6호스팩
2022-08-26,기업인수목적회사의임원선임결정,키움제6호스팩
2022-08-26,주주명부폐쇄기간또는기준일설정,키움제6호스팩
2022-08-26,주주총회소집결의(임시주주총회),키움제6호스팩
2022-08-09,반기보고서 (2022.06),키움제6호스팩
2022-05-11,분기보고서 (2022.03),키움제6호스팩
2022-04-21,주식등의대량보유상황보고서(약식),코델리아투자자문
2022-04-14,임원ㆍ주요주주특정증권등소유상황보고서,아이디벤처스
2022-04-14,주식등의대량보유상황보고서(일반),아이디벤처스
2022-04-08,임원ㆍ주요주주특정증권등소유상황보고서,키움증권
2022-04-08,주식등의대량보유상황보고서(일반),키움증권
2022-04-07,주식등의대량보유상황보고서(약식),리코자산운용
2022-04-01,증권발행실적보고서,키움제6호스팩
2022-03-25,[기재정정]투자설명서,키움제6호스팩
2022-03-25,[발행조건확정]증권신고서(지분증권),키움제6호스팩
2022-03-03,감사보고서 (2021.12),신한회계법인
