날짜,공시_제목,공시자
2024-11-20,조회공시요구(현저한시황변동)에대한답변(중요정보없음)              ,글로본
2024-11-19,조회공시요구(현저한시황변동)              ,코스닥시장본부
2024-11-18,주주명부폐쇄기간또는기준일설정              ,글로본
2024-11-18,주주총회소집결의              ,글로본
2024-11-14,분기보고서 (2024.09),글로본
2024-10-17,주식등의대량보유상황보고서(일반),한상호
2024-10-17,임원ㆍ주요주주특정증권등소유상황보고서,한상호
2024-08-14,반기보고서 (2024.06),글로본
2024-05-16,분기보고서 (2024.03),글로본
2024-03-28,사외이사의선임ㆍ해임또는중도퇴임에관한신고,글로본
2024-03-28,정기주주총회결과              ,글로본
2024-03-20,사업보고서 (2023.12),글로본
2024-03-20,감사보고서제출              ,글로본
2024-03-13,의결권대리행사권유참고서류,글로본
2024-03-13,주주총회소집공고,글로본
2024-03-13,주주총회소집결의              ,글로본
2024-02-05,매출액또는손익구조30%(대규모법인은15%)이상변동              ,글로본
2023-12-14,주주명부폐쇄기간또는기준일설정,글로본
2023-11-14,분기보고서 (2023.09),글로본
2023-08-14,반기보고서 (2023.06),글로본
2023-05-30,전환사채(해외전환사채포함)발행후만기전사채취득(제3회차),글로본
2023-05-15,분기보고서 (2023.03),글로본
2023-03-29,정기주주총회결과,글로본
2023-03-21,사업보고서 (2022.12),글로본
2023-03-20,감사보고서제출,글로본
2023-03-14,의결권대리행사권유참고서류,글로본
2023-03-14,주주총회소집공고,글로본
2023-03-14,주주총회소집결의,글로본
2023-02-28,[기재정정]전환사채(해외전환사채포함)발행후만기전사채취득,글로본
2023-02-28,사외이사의선임ㆍ해임또는중도퇴임에관한신고,글로본
2023-02-06,매출액또는손익구조30%(대규모법인은15%)이상변동,글로본
2023-01-27,불성실공시법인지정(공시번복 3건),코스닥시장본부
2023-01-18,투자판단관련주요경영사항(주식반환 및 손해배상 청구의 소),글로본
2023-01-05,불성실공시법인지정예고(공시번복 3건),코스닥시장본부
2022-12-16,주주명부폐쇄기간또는기준일설정,글로본
2022-12-09,[기재정정]주요사항보고서(유상증자결정),글로본
2022-12-09,[기재정정]주요사항보고서(전환사채권발행결정),글로본
2022-12-09,임시주주총회결과,글로본
2022-12-08,기타주요경영사항(제3자배정 유상증자 결정 철회),글로본
2022-12-08,소액공모실적보고서,글로본
2022-12-08,증권발행결과(자율공시)(제3자배정 유상증자-소액공모),글로본
2022-12-08,기타주요경영사항(제5회차 전환사채권 발행결정 철회),글로본
2022-12-08,[기재정정]경영권변경등에관한계약체결,글로본
2022-12-08,기타주요경영사항(경영권 변경 등에 관한 계약 해제),글로본
2022-12-01,[기재정정]소액공모공시서류(지분증권),글로본
2022-12-01,[기재정정]주요사항보고서(유상증자결정),글로본
2022-11-28,의결권대리행사권유참고서류,글로본
2022-11-28,[기재정정]주주총회소집공고,글로본
2022-11-24,[기재정정]주주총회소집결의,글로본
2022-11-14,분기보고서 (2022.09),글로본
2022-11-07,주식등의대량보유상황보고서(일반),한상호
2022-11-07,임원ㆍ주요주주특정증권등소유상황보고서,한상호
2022-11-01,주주명부폐쇄기간또는기준일설정,글로본
2022-09-30,[기재정정]단일판매ㆍ공급계약체결,글로본
2022-08-17,[첨부정정]반기보고서 (2022.06),글로본
2022-08-08,불성실공시법인지정(공시번복),코스닥시장본부
2022-07-27,불성실공시법인지정예고(공시번복),코스닥시장본부
2022-07-14,[기재정정]주식매수선택권부여에관한신고,글로본
2022-05-27,[기재정정]주요사항보고서(전환사채권발행결정),글로본
2022-05-27,증권발행결과(자율공시)(제5회차 CB),글로본
2022-05-16,분기보고서 (2022.03),글로본
2022-04-20,기타경영사항(자율공시)(제3회차 전환사채 취득 후 재매각),글로본
2022-04-01,전환청구권행사(제3회차),글로본
2022-03-29,정기주주총회결과,글로본
2022-03-21,사업보고서 (2021.12),글로본
2022-03-21,감사보고서제출,글로본
2022-03-14,의결권대리행사권유참고서류,글로본
2022-03-14,주주총회소집공고,글로본
2022-03-14,주주총회소집결의,글로본
2022-02-28,전환사채(해외전환사채포함)발행후만기전사채취득(제3회차),글로본
2022-02-28,매출액또는손익구조30%(대규모법인은15%)이상변동,글로본
2022-02-04,전환사채(해외전환사채포함)발행후만기전사채취득(제4회차),글로본
2022-02-04,[기재정정]타법인주식및출자증권처분결정,글로본
2022-02-03,전환가액의조정(제3회차),글로본
2022-01-03,사외이사의선임ㆍ해임또는중도퇴임에관한신고,글로본
2021-12-30,전환가액의조정(제3회차),글로본
2021-12-24,임시주주총회결과,글로본
2021-12-16,주주명부폐쇄기간또는기준일설정,글로본
2021-12-09,[기재정정]주주총회소집결의,글로본
2021-12-09,주주총회소집공고,글로본
2021-12-09,의결권대리행사권유참고서류,글로본
2021-12-03,단일판매ㆍ공급계약체결,글로본
2021-11-16,주주명부폐쇄기간또는기준일설정,글로본
2021-11-15,분기보고서 (2021.09),글로본
2021-08-17,반기보고서 (2021.06),글로본
2021-05-17,분기보고서 (2021.03),글로본
2021-04-01,임원ㆍ주요주주특정증권등소유상황보고서,이봉주
2021-04-01,주식등의대량보유상황보고서(약식),이봉주
2021-03-25,정기주주총회결과,글로본
2021-03-25,사외이사의선임ㆍ해임또는중도퇴임에관한신고,글로본
2021-03-19,전환청구권행사(제2회차),글로본
2021-03-17,[첨부추가]사업보고서 (2020.12),글로본
2021-03-17,감사보고서제출,글로본
2021-03-10,[기재정정]의결권대리행사권유참고서류,글로본
2021-03-10,주주총회소집공고,글로본
2021-03-10,주주총회소집결의,글로본
2021-02-10,전환청구권행사(제2회차),글로본
2021-02-02,전환청구권행사(제2회차),글로본
2021-02-02,기타경영사항(자율공시)(제2회차CB 취득후 재매각건),글로본
2021-01-22,매출액또는손익구조30%(대규모법인은15%)이상변동,글로본
2021-01-20,주식등의대량보유상황보고서(일반),한상호
2021-01-20,임원ㆍ주요주주특정증권등소유상황보고서,한상호
2021-01-20,기타경영사항(자율공시)(제2회 무기명식 이권부 무보증 사모 전환사채 취득후 재매각건),글로본
2021-01-20,전환사채(해외전환사채포함)발행후만기전사채취득(제2회차),글로본
2021-01-08,주식등의대량보유상황보고서(약식),한국채권투자운용
2021-01-07,임원ㆍ주요주주특정증권등소유상황보고서,한상호
2021-01-06,증권발행결과(자율공시)(제4회차CB),글로본
2021-01-06,주요사항보고서(전환사채권발행결정),글로본
2021-01-06,타법인주식및출자증권취득결정,글로본
2020-12-30,전환가액의조정(제3회차),글로본
2020-12-09,주주명부폐쇄기간또는기준일설정,글로본
2020-12-04,[기재정정]주식등의대량보유상황보고서(약식),한국채권투자운용
2020-12-01,주식등의대량보유상황보고서(일반),한상호
2020-12-01,임원ㆍ주요주주특정증권등소유상황보고서,한상호
2020-12-01,증권발행결과(자율공시)(제3회차 CB),글로본
2020-11-30,[기재정정]주요사항보고서(전환사채권발행결정),글로본
2020-11-27,전환청구권행사(제1회차),글로본
2020-11-26,전환사채(해외전환사채포함)발행후만기전사채취득(제1회차),글로본
2020-11-16,분기보고서 (2020.09),글로본
2020-08-14,반기보고서 (2020.06),글로본
